entry_id,category,ro,en,meaning,rank,source,notes
d2000_0619,software/project terms,index,index,index / index,619,curated_software,
d2000_0620,software/project terms,căutare,search,căutare / search,620,curated_software,
d2000_0621,software/project terms,filtru,filter,filtru / filter,621,curated_software,
d2000_0622,software/project terms,sortare,sort,sortare / sort,622,curated_software,
d2000_0623,software/project terms,îmbinare,merge,îmbinare / merge,623,curated_software,
d2000_0624,software/project terms,sincronizare,sync,sincronizare / sync,624,curated_software,
d2000_0625,questions,este?,is it?,este? / is it?,625,curated_question,
d2000_0626,questions,poți?,can you?,poți? / can you?,626,curated_question,
d2000_0627,questions,ai?,do you have?,ai? / do you have?,627,curated_question,
d2000_0628,questions,vrei?,do you want?,vrei? / do you want?,628,curated_question,
d2000_0629,questions,înțelegi?,do you understand?,înțelegi? / do you understand?,629,curated_question,
d2000_0630,questions,funcționează?,does it work?,funcționează? / does it work?,630,curated_question,
d2000_0631,questions,continuăm?,do we continue?,continuăm? / do we continue?,631,curated_question,
d2000_0632,questions,ce înseamnă?,what does it mean?,ce înseamnă? / what does it mean?,632,curated_question,
d2000_0633,questions,unde este fișierul?,where is the file?,unde este fișierul? / where is the file?,633,curated_question,
d2000_0634,questions,cât de scurt?,how short?,cât de scurt? / how short?,634,curated_question,
d2000_0635,questions,ce token folosim?,what token do we use?,ce token folosim? / what token do we use?,635,curated_question,
d2000_0636,questions,care este scorul?,what is the score?,care este scorul? / what is the score?,636,curated_question,
d2000_0637,common_phrases,vreau apă,I want water,vreau apă / I want water,637,curated_phrase,
d2000_0638,common_phrases,vreau mâncare,I want food,vreau mâncare / I want food,638,curated_phrase,
d2000_0639,common_phrases,am nevoie de calculator,I need computer,am nevoie de calculator / I need computer,639,curated_phrase,
d2000_0640,common_phrases,poți să mă ajuți?,can you help me?,poți să mă ajuți? / can you help me?,640,curated_phrase,
d2000_0641,common_phrases,explică proiectul,explain the project,explică proiectul / explain the project,641,curated_phrase,
d2000_0642,common_phrases,comprimă sensul,compress the meaning,comprimă sensul / compress the meaning,642,curated_phrase,
d2000_0643,common_phrases,inventează cod scurt,invent short code,inventează cod scurt / invent short code,643,curated_phrase,
d2000_0644,common_phrases,actualizează harta,update the map,actualizează harta / update the map,644,curated_phrase,
d2000_0645,common_phrases,continuă experimentul,continue the experiment,continuă experimentul / continue the experiment,645,curated_phrase,
d2000_0646,common_phrases,salvează raportul,save the report,salvează raportul / save the report,646,curated_phrase,
d2000_0647,common_phrases,exportă dicționarul,export the dictionary,exportă dicționarul / export the dictionary,647,curated_phrase,
d2000_0648,common_phrases,verifică tokenurile,check the tokens,verifică tokenurile / check the tokens,648,curated_phrase,
d2000_0649,common_phrases,evită duplicatele,avoid duplicates,evită duplicatele / avoid duplicates,649,curated_phrase,
d2000_0650,common_phrases,folosește protocolul,use the protocol,folosește protocolul / use the protocol,650,curated_phrase,
d2000_0651,common_phrases,creează token nou,create new token,creează token nou / create new token,651,curated_phrase,
d2000_0652,common_phrases,evoluează token vechi,evolve old token,evoluează token vechi / evolve old token,652,curated_phrase,
d2000_0653,common_phrases,arată rezultatul,show the result,arată rezultatul / show the result,653,curated_phrase,
d2000_0654,common_phrases,trimite mesajul,send the message,trimite mesajul / send the message,654,curated_phrase,
d2000_0655,common_phrases,primește răspunsul,receive the answer,primește răspunsul / receive the answer,655,curated_phrase,
d2000_0656,requests,am nevoie de apă,I need water,am nevoie de apă / I need water,656,template_need,
d2000_0657,questions,unde este apă?,where is water?,unde este apă? / where is water?,657,template_where,
d2000_0658,requests,am nevoie de mâncare,I need food,am nevoie de mâncare / I need food,658,template_need,
d2000_0659,questions,unde este mâncare?,where is food?,unde este mâncare? / where is food?,659,template_where,
d2000_0660,common_phrases,vreau pâine,I want bread,vreau pâine / I want bread,660,template_want,
d2000_0661,requests,am nevoie de pâine,I need bread,am nevoie de pâine / I need bread,661,template_need,
d2000_0662,questions,unde este pâine?,where is bread?,unde este pâine? / where is bread?,662,template_where,
d2000_0663,common_phrases,vreau cafea,I want coffee,vreau cafea / I want coffee,663,template_want,
d2000_0664,requests,am nevoie de cafea,I need coffee,am nevoie de cafea / I need coffee,664,template_need,
d2000_0665,questions,unde este cafea?,where is coffee?,unde este cafea? / where is coffee?,665,template_where,
d2000_0666,common_phrases,vreau ceai,I want tea,vreau ceai / I want tea,666,template_want,
d2000_0667,requests,am nevoie de ceai,I need tea,am nevoie de ceai / I need tea,667,template_need,
d2000_0668,questions,unde este ceai?,where is tea?,unde este ceai? / where is tea?,668,template_where,
d2000_0669,common_phrases,vreau lapte,I want milk,vreau lapte / I want milk,669,template_want,
d2000_0670,requests,am nevoie de lapte,I need milk,am nevoie de lapte / I need milk,670,template_need,
d2000_0671,questions,unde este lapte?,where is milk?,unde este lapte? / where is milk?,671,template_where,
d2000_0672,common_phrases,vreau ou,I want egg,vreau ou / I want egg,672,template_want,
d2000_0673,requests,am nevoie de ou,I need egg,am nevoie de ou / I need egg,673,template_need,
d2000_0674,questions,unde este ou?,where is egg?,unde este ou? / where is egg?,674,template_where,
d2000_0675,common_phrases,vreau carne,I want meat,vreau carne / I want meat,675,template_want,
d2000_0676,requests,am nevoie de carne,I need meat,am nevoie de carne / I need meat,676,template_need,
d2000_0677,questions,unde este carne?,where is meat?,unde este carne? / where is meat?,677,template_where,
d2000_0678,common_phrases,vreau fruct,I want fruit,vreau fruct / I want fruit,678,template_want,
d2000_0679,requests,am nevoie de fruct,I need fruit,am nevoie de fruct / I need fruit,679,template_need,
d2000_0680,questions,unde este fruct?,where is fruit?,unde este fruct? / where is fruit?,680,template_where,
d2000_0681,common_phrases,vreau legumă,I want vegetable,vreau legumă / I want vegetable,681,template_want,
d2000_0682,requests,am nevoie de legumă,I need vegetable,am nevoie de legumă / I need vegetable,682,template_need,
d2000_0683,questions,unde este legumă?,where is vegetable?,unde este legumă? / where is vegetable?,683,template_where,
d2000_0684,common_phrases,vreau măr,I want apple,vreau măr / I want apple,684,template_want,
d2000_0685,requests,am nevoie de măr,I need apple,am nevoie de măr / I need apple,685,template_need,
d2000_0686,questions,unde este măr?,where is apple?,unde este măr? / where is apple?,686,template_where,
d2000_0687,common_phrases,vreau banană,I want banana,vreau banană / I want banana,687,template_want,
d2000_0688,requests,am nevoie de banană,I need banana,am nevoie de banană / I need banana,688,template_need,
d2000_0689,questions,unde este banană?,where is banana?,unde este banană? / where is banana?,689,template_where,
d2000_0690,common_phrases,vreau orez,I want rice,vreau orez / I want rice,690,template_want,
d2000_0691,requests,am nevoie de orez,I need rice,am nevoie de orez / I need rice,691,template_need,
d2000_0692,questions,unde este orez?,where is rice?,unde este orez? / where is rice?,692,template_where,
d2000_0693,common_phrases,vreau supă,I want soup,vreau supă / I want soup,693,template_want,
d2000_0694,requests,am nevoie de supă,I need soup,am nevoie de supă / I need soup,694,template_need,
d2000_0695,questions,unde este supă?,where is soup?,unde este supă? / where is soup?,695,template_where,
d2000_0696,common_phrases,vreau sare,I want salt,vreau sare / I want salt,696,template_want,
d2000_0697,requests,am nevoie de sare,I need salt,am nevoie de sare / I need salt,697,template_need,
d2000_0698,questions,unde este sare?,where is salt?,unde este sare? / where is salt?,698,template_where,
d2000_0699,common_phrases,vreau zahăr,I want sugar,vreau zahăr / I want sugar,699,template_want,
d2000_0700,requests,am nevoie de zahăr,I need sugar,am nevoie de zahăr / I need sugar,700,template_need,
d2000_0701,questions,unde este zahăr?,where is sugar?,unde este zahăr? / where is sugar?,701,template_where,
d2000_0702,common_phrases,vreau farfurie,I want plate,vreau farfurie / I want plate,702,template_want,
d2000_0703,requests,am nevoie de farfurie,I need plate,am nevoie de farfurie / I need plate,703,template_need,
d2000_0704,questions,unde este farfurie?,where is plate?,unde este farfurie? / where is plate?,704,template_where,
d2000_0705,common_phrases,vreau pahar,I want glass,vreau pahar / I want glass,705,template_want,
d2000_0706,requests,am nevoie de pahar,I need glass,am nevoie de pahar / I need glass,706,template_need,
d2000_0707,questions,unde este pahar?,where is glass?,unde este pahar? / where is glass?,707,template_where,
d2000_0708,common_phrases,vreau sticlă,I want bottle,vreau sticlă / I want bottle,708,template_want,
d2000_0709,requests,am nevoie de sticlă,I need bottle,am nevoie de sticlă / I need bottle,709,template_need,
d2000_0710,questions,unde este sticlă?,where is bottle?,unde este sticlă? / where is bottle?,710,template_where,
d2000_0711,common_phrases,vreau casă,I want house,vreau casă / I want house,711,template_want,
d2000_0712,requests,am nevoie de casă,I need house,am nevoie de casă / I need house,712,template_need,
d2000_0713,questions,unde este casă?,where is house?,unde este casă? / where is house?,713,template_where,
d2000_0714,common_phrases,vreau cameră,I want room,vreau cameră / I want room,714,template_want,
d2000_0715,requests,am nevoie de cameră,I need room,am nevoie de cameră / I need room,715,template_need,
d2000_0716,questions,unde este cameră?,where is room?,unde este cameră? / where is room?,716,template_where,
d2000_0717,common_phrases,vreau ușă,I want door,vreau ușă / I want door,717,template_want,
d2000_0718,requests,am nevoie de ușă,I need door,am nevoie de ușă / I need door,718,template_need,
d2000_0719,questions,unde este ușă?,where is door?,unde este ușă? / where is door?,719,template_where,
d2000_0720,common_phrases,vreau fereastră,I want window,vreau fereastră / I want window,720,template_want,
d2000_0721,requests,am nevoie de fereastră,I need window,am nevoie de fereastră / I need window,721,template_need,
d2000_0722,questions,unde este fereastră?,where is window?,unde este fereastră? / where is window?,722,template_where,
d2000_0723,common_phrases,vreau masă,I want table,vreau masă / I want table,723,template_want,
d2000_0724,requests,am nevoie de masă,I need table,am nevoie de masă / I need table,724,template_need,
d2000_0725,questions,unde este masă?,where is table?,unde este masă? / where is table?,725,template_where,
d2000_0726,common_phrases,vreau scaun,I want chair,vreau scaun / I want chair,726,template_want,
d2000_0727,requests,am nevoie de scaun,I need chair,am nevoie de scaun / I need chair,727,template_need,
d2000_0728,questions,unde este scaun?,where is chair?,unde este scaun? / where is chair?,728,template_where,
d2000_0729,common_phrases,vreau pat,I want bed,vreau pat / I want bed,729,template_want,
d2000_0730,requests,am nevoie de pat,I need bed,am nevoie de pat / I need bed,730,template_need,
d2000_0731,questions,unde este pat?,where is bed?,unde este pat? / where is bed?,731,template_where,
d2000_0732,common_phrases,vreau lampă,I want lamp,vreau lampă / I want lamp,732,template_want,
d2000_0733,requests,am nevoie de lampă,I need lamp,am nevoie de lampă / I need lamp,733,template_need,
d2000_0734,questions,unde este lampă?,where is lamp?,unde este lampă? / where is lamp?,734,template_where,
d2000_0735,common_phrases,vreau cheie,I want key,vreau cheie / I want key,735,template_want,
d2000_0736,requests,am nevoie de cheie,I need key,am nevoie de cheie / I need key,736,template_need,
d2000_0737,questions,unde este cheie?,where is key?,unde este cheie? / where is key?,737,template_where,
d2000_0738,common_phrases,vreau geantă,I want bag,vreau geantă / I want bag,738,template_want,
d2000_0739,requests,am nevoie de geantă,I need bag,am nevoie de geantă / I need bag,739,template_need,
d2000_0740,questions,unde este geantă?,where is bag?,unde este geantă? / where is bag?,740,template_where,
d2000_0741,common_phrases,vreau carte,I want book,vreau carte / I want book,741,template_want,
d2000_0742,requests,am nevoie de carte,I need book,am nevoie de carte / I need book,742,template_need,
d2000_0743,questions,unde este carte?,where is book?,unde este carte? / where is book?,743,template_where,
d2000_0744,common_phrases,vreau hârtie,I want paper,vreau hârtie / I want paper,744,template_want,
d2000_0745,requests,am nevoie de hârtie,I need paper,am nevoie de hârtie / I need paper,745,template_need,
d2000_0746,questions,unde este hârtie?,where is paper?,unde este hârtie? / where is paper?,746,template_where,
d2000_0747,common_phrases,vreau stilou,I want pen,vreau stilou / I want pen,747,template_want,
d2000_0748,requests,am nevoie de stilou,I need pen,am nevoie de stilou / I need pen,748,template_need,
d2000_0749,questions,unde este stilou?,where is pen?,unde este stilou? / where is pen?,749,template_where,
d2000_0750,common_phrases,vreau creion,I want pencil,vreau creion / I want pencil,750,template_want,
d2000_0751,requests,am nevoie de creion,I need pencil,am nevoie de creion / I need pencil,751,template_need,
d2000_0752,questions,unde este creion?,where is pencil?,unde este creion? / where is pencil?,752,template_where,
d2000_0753,common_phrases,vreau telefon,I want phone,vreau telefon / I want phone,753,template_want,
d2000_0754,requests,am nevoie de telefon,I need phone,am nevoie de telefon / I need phone,754,template_need,
d2000_0755,questions,unde este telefon?,where is phone?,unde este telefon? / where is phone?,755,template_where,
d2000_0756,common_phrases,vreau calculator,I want computer,vreau calculator / I want computer,756,template_want,
d2000_0757,questions,unde este calculator?,where is computer?,unde este calculator? / where is computer?,757,template_where,
d2000_0758,common_phrases,vreau ecran,I want screen,vreau ecran / I want screen,758,template_want,
d2000_0759,requests,am nevoie de ecran,I need screen,am nevoie de ecran / I need screen,759,template_need,
d2000_0760,questions,unde este ecran?,where is screen?,unde este ecran? / where is screen?,760,template_where,
d2000_0761,common_phrases,vreau tastatură,I want keyboard,vreau tastatură / I want keyboard,761,template_want,
d2000_0762,requests,am nevoie de tastatură,I need keyboard,am nevoie de tastatură / I need keyboard,762,template_need,
d2000_0763,questions,unde este tastatură?,where is keyboard?,unde este tastatură? / where is keyboard?,763,template_where,
d2000_0764,common_phrases,vreau mouse,I want mouse,vreau mouse / I want mouse,764,template_want,
d2000_0765,requests,am nevoie de mouse,I need mouse,am nevoie de mouse / I need mouse,765,template_need,
d2000_0766,questions,unde este mouse?,where is mouse?,unde este mouse? / where is mouse?,766,template_where,
d2000_0767,common_phrases,vreau cablu,I want cable,vreau cablu / I want cable,767,template_want,
d2000_0768,requests,am nevoie de cablu,I need cable,am nevoie de cablu / I need cable,768,template_need,
d2000_0769,questions,unde este cablu?,where is cable?,unde este cablu? / where is cable?,769,template_where,
d2000_0770,common_phrases,vreau baterie,I want battery,vreau baterie / I want battery,770,template_want,
d2000_0771,requests,am nevoie de baterie,I need battery,am nevoie de baterie / I need battery,771,template_need,
d2000_0772,questions,unde este baterie?,where is battery?,unde este baterie? / where is battery?,772,template_where,
d2000_0773,common_phrases,vreau mașină,I want car,vreau mașină / I want car,773,template_want,
d2000_0774,requests,am nevoie de mașină,I need car,am nevoie de mașină / I need car,774,template_need,
d2000_0775,questions,unde este mașină?,where is car?,unde este mașină? / where is car?,775,template_where,
d2000_0776,common_phrases,vreau autobuz,I want bus,vreau autobuz / I want bus,776,template_want,
d2000_0777,requests,am nevoie de autobuz,I need bus,am nevoie de autobuz / I need bus,777,template_need,
d2000_0778,questions,unde este autobuz?,where is bus?,unde este autobuz? / where is bus?,778,template_where,
d2000_0779,common_phrases,vreau tren,I want train,vreau tren / I want train,779,template_want,
d2000_0780,requests,am nevoie de tren,I need train,am nevoie de tren / I need train,780,template_need,
d2000_0781,questions,unde este tren?,where is train?,unde este tren? / where is train?,781,template_where,
d2000_0782,common_phrases,vreau bicicletă,I want bicycle,vreau bicicletă / I want bicycle,782,template_want,
d2000_0783,requests,am nevoie de bicicletă,I need bicycle,am nevoie de bicicletă / I need bicycle,783,template_need,
d2000_0784,questions,unde este bicicletă?,where is bicycle?,unde este bicicletă? / where is bicycle?,784,template_where,
d2000_0785,common_phrases,vreau bilet,I want ticket,vreau bilet / I want ticket,785,template_want,
d2000_0786,requests,am nevoie de bilet,I need ticket,am nevoie de bilet / I need ticket,786,template_need,
d2000_0787,questions,unde este bilet?,where is ticket?,unde este bilet? / where is ticket?,787,template_where,
d2000_0788,common_phrases,vreau hartă,I want map,vreau hartă / I want map,788,template_want,
d2000_0789,requests,am nevoie de hartă,I need map,am nevoie de hartă / I need map,789,template_need,
d2000_0790,questions,unde este hartă?,where is map?,unde este hartă? / where is map?,790,template_where,
d2000_0791,common_phrases,vreau drum,I want road,vreau drum / I want road,791,template_want,
d2000_0792,requests,am nevoie de drum,I need road,am nevoie de drum / I need road,792,template_need,
d2000_0793,questions,unde este drum?,where is road?,unde este drum? / where is road?,793,template_where,
d2000_0794,common_phrases,vreau stradă,I want street,vreau stradă / I want street,794,template_want,
d2000_0795,requests,am nevoie de stradă,I need street,am nevoie de stradă / I need street,795,template_need,
d2000_0796,questions,unde este stradă?,where is street?,unde este stradă? / where is street?,796,template_where,
d2000_0797,common_phrases,vreau pod,I want bridge,vreau pod / I want bridge,797,template_want,
d2000_0798,requests,am nevoie de pod,I need bridge,am nevoie de pod / I need bridge,798,template_need,
d2000_0799,questions,unde este pod?,where is bridge?,unde este pod? / where is bridge?,799,template_where,
d2000_0800,common_phrases,vreau bani,I want money,vreau bani / I want money,800,template_want,
d2000_0801,requests,am nevoie de bani,I need money,am nevoie de bani / I need money,801,template_need,
d2000_0802,questions,unde este bani?,where is money?,unde este bani? / where is money?,802,template_where,
d2000_0803,common_phrases,vreau card,I want card,vreau card / I want card,803,template_want,
d2000_0804,requests,am nevoie de card,I need card,am nevoie de card / I need card,804,template_need,
d2000_0805,questions,unde este card?,where is card?,unde este card? / where is card?,805,template_where,
d2000_0806,common_phrases,vreau factură,I want bill,vreau factură / I want bill,806,template_want,
d2000_0807,requests,am nevoie de factură,I need bill,am nevoie de factură / I need bill,807,template_need,
d2000_0808,questions,unde este factură?,where is bill?,unde este factură? / where is bill?,808,template_where,
d2000_0809,common_phrases,vreau preț,I want price,vreau preț / I want price,809,template_want,
d2000_0810,requests,am nevoie de preț,I need price,am nevoie de preț / I need price,810,template_need,
d2000_0811,questions,unde este preț?,where is price?,unde este preț? / where is price?,811,template_where,
d2000_0812,common_phrases,vreau magazin,I want shop,vreau magazin / I want shop,812,template_want,
d2000_0813,requests,am nevoie de magazin,I need shop,am nevoie de magazin / I need shop,813,template_need,
d2000_0814,questions,unde este magazin?,where is shop?,unde este magazin? / where is shop?,814,template_where,
d2000_0815,common_phrases,vreau medicament,I want medicine,vreau medicament / I want medicine,815,template_want,
d2000_0816,requests,am nevoie de medicament,I need medicine,am nevoie de medicament / I need medicine,816,template_need,
d2000_0817,questions,unde este medicament?,where is medicine?,unde este medicament? / where is medicine?,817,template_where,
d2000_0818,common_phrases,vreau doctor,I want doctor,vreau doctor / I want doctor,818,template_want,
d2000_0819,requests,am nevoie de doctor,I need doctor,am nevoie de doctor / I need doctor,819,template_need,
d2000_0820,questions,unde este doctor?,where is doctor?,unde este doctor? / where is doctor?,820,template_where,
d2000_0821,common_phrases,vreau spital,I want hospital,vreau spital / I want hospital,821,template_want,
d2000_0822,requests,am nevoie de spital,I need hospital,am nevoie de spital / I need hospital,822,template_need,
d2000_0823,questions,unde este spital?,where is hospital?,unde este spital? / where is hospital?,823,template_where,
d2000_0824,common_phrases,vreau problemă,I want problem,vreau problemă / I want problem,824,template_want,
d2000_0825,requests,am nevoie de problemă,I need problem,am nevoie de problemă / I need problem,825,template_need,
d2000_0826,questions,unde este problemă?,where is problem?,unde este problemă? / where is problem?,826,template_where,
d2000_0827,common_phrases,vreau soluție,I want solution,vreau soluție / I want solution,827,template_want,
d2000_0828,requests,am nevoie de soluție,I need solution,am nevoie de soluție / I need solution,828,template_need,
d2000_0829,questions,unde este soluție?,where is solution?,unde este soluție? / where is solution?,829,template_where,
d2000_0830,common_phrases,vreau idee,I want idea,vreau idee / I want idea,830,template_want,
d2000_0831,requests,am nevoie de idee,I need idea,am nevoie de idee / I need idea,831,template_need,
d2000_0832,questions,unde este idee?,where is idea?,unde este idee? / where is idea?,832,template_where,
d2000_0833,common_phrases,vreau plan,I want plan,vreau plan / I want plan,833,template_want,
d2000_0834,requests,am nevoie de plan,I need plan,am nevoie de plan / I need plan,834,template_need,
d2000_0835,questions,unde este plan?,where is plan?,unde este plan? / where is plan?,835,template_where,
d2000_0836,common_phrases,vreau listă,I want list,vreau listă / I want list,836,template_want,
d2000_0837,requests,am nevoie de listă,I need list,am nevoie de listă / I need list,837,template_need,
d2000_0838,questions,unde este listă?,where is list?,unde este listă? / where is list?,838,template_where,
d2000_0839,common_phrases,vreau mesaj,I want message,vreau mesaj / I want message,839,template_want,
d2000_0840,requests,am nevoie de mesaj,I need message,am nevoie de mesaj / I need message,840,template_need,
d2000_0841,questions,unde este mesaj?,where is message?,unde este mesaj? / where is message?,841,template_where,
d2000_0842,common_phrases,vreau imagine,I want image,vreau imagine / I want image,842,template_want,
d2000_0843,requests,am nevoie de imagine,I need image,am nevoie de imagine / I need image,843,template_need,
d2000_0844,questions,unde este imagine?,where is image?,unde este imagine? / where is image?,844,template_where,
d2000_0845,common_phrases,vreau sunet,I want sound,vreau sunet / I want sound,845,template_want,
d2000_0846,requests,am nevoie de sunet,I need sound,am nevoie de sunet / I need sound,846,template_need,
d2000_0847,questions,unde este sunet?,where is sound?,unde este sunet? / where is sound?,847,template_where,
d2000_0848,common_phrases,vreau video,I want video,vreau video / I want video,848,template_want,
d2000_0849,requests,am nevoie de video,I need video,am nevoie de video / I need video,849,template_need,
d2000_0850,questions,unde este video?,where is video?,unde este video? / where is video?,850,template_where,
d2000_0851,common_phrases,vreau fișier,I want file,vreau fișier / I want file,851,template_want,
d2000_0852,requests,am nevoie de fișier,I need file,am nevoie de fișier / I need file,852,template_need,
d2000_0853,questions,unde este fișier?,where is file?,unde este fișier? / where is file?,853,template_where,
d2000_0854,common_phrases,vreau dosar,I want folder,vreau dosar / I want folder,854,template_want,
d2000_0855,requests,am nevoie de dosar,I need folder,am nevoie de dosar / I need folder,855,template_need,
d2000_0856,questions,unde este dosar?,where is folder?,unde este dosar? / where is folder?,856,template_where,
d2000_0857,common_phrases,vreau parolă,I want password,vreau parolă / I want password,857,template_want,
d2000_0858,requests,am nevoie de parolă,I need password,am nevoie de parolă / I need password,858,template_need,
d2000_0859,questions,unde este parolă?,where is password?,unde este parolă? / where is password?,859,template_where,
d2000_0860,common_phrases,vreau cont,I want account,vreau cont / I want account,860,template_want,
d2000_0861,requests,am nevoie de cont,I need account,am nevoie de cont / I need account,861,template_need,
d2000_0862,questions,unde este cont?,where is account?,unde este cont? / where is account?,862,template_where,
d2000_0863,common_phrases,vreau nume,I want name,vreau nume / I want name,863,template_want,
d2000_0864,requests,am nevoie de nume,I need name,am nevoie de nume / I need name,864,template_need,
d2000_0865,questions,unde este nume?,where is name?,unde este nume? / where is name?,865,template_where,
d2000_0866,common_phrases,vreau număr,I want number,vreau număr / I want number,866,template_want,
d2000_0867,requests,am nevoie de număr,I need number,am nevoie de număr / I need number,867,template_need,
d2000_0868,questions,unde este număr?,where is number?,unde este număr? / where is number?,868,template_where,
d2000_0869,common_phrases,vreau adresă,I want address,vreau adresă / I want address,869,template_want,
d2000_0870,requests,am nevoie de adresă,I need address,am nevoie de adresă / I need address,870,template_need,
d2000_0871,questions,unde este adresă?,where is address?,unde este adresă? / where is address?,871,template_where,
d2000_0872,common_phrases,vreau limbaj,I want language,vreau limbaj / I want language,872,template_want,
d2000_0873,requests,am nevoie de limbaj,I need language,am nevoie de limbaj / I need language,873,template_need,
d2000_0874,questions,unde este limbaj?,where is language?,unde este limbaj? / where is language?,874,template_where,
d2000_0875,common_phrases,vreau simbol,I want symbol,vreau simbol / I want symbol,875,template_want,
d2000_0876,requests,am nevoie de simbol,I need symbol,am nevoie de simbol / I need symbol,876,template_need,
d2000_0877,questions,unde este simbol?,where is symbol?,unde este simbol? / where is symbol?,877,template_where,
d2000_0878,common_phrases,vreau regulă,I want rule,vreau regulă / I want rule,878,template_want,
d2000_0879,requests,am nevoie de regulă,I need rule,am nevoie de regulă / I need rule,879,template_need,
d2000_0880,questions,unde este regulă?,where is rule?,unde este regulă? / where is rule?,880,template_where,
d2000_0881,common_phrases,vreau exemplu,I want example,vreau exemplu / I want example,881,template_want,
d2000_0882,requests,am nevoie de exemplu,I need example,am nevoie de exemplu / I need example,882,template_need,
d2000_0883,questions,unde este exemplu?,where is example?,unde este exemplu? / where is example?,883,template_where,
d2000_0884,common_phrases,vreau raport,I want report,vreau raport / I want report,884,template_want,
d2000_0885,requests,am nevoie de raport,I need report,am nevoie de raport / I need report,885,template_need,
d2000_0886,questions,unde este raport?,where is report?,unde este raport? / where is report?,886,template_where,
d2000_0887,common_phrases,vreau proiect,I want project,vreau proiect / I want project,887,template_want,
d2000_0888,requests,am nevoie de proiect,I need project,am nevoie de proiect / I need project,888,template_need,
d2000_0889,questions,unde este proiect?,where is project?,unde este proiect? / where is project?,889,template_where,
d2000_0890,common_phrases,vreau experiment,I want experiment,vreau experiment / I want experiment,890,template_want,
d2000_0891,requests,am nevoie de experiment,I need experiment,am nevoie de experiment / I need experiment,891,template_need,
d2000_0892,questions,unde este experiment?,where is experiment?,unde este experiment? / where is experiment?,892,template_where,
d2000_0893,common_phrases,vreau rezultat,I want result,vreau rezultat / I want result,893,template_want,
d2000_0894,requests,am nevoie de rezultat,I need result,am nevoie de rezultat / I need result,894,template_need,
d2000_0895,questions,unde este rezultat?,where is result?,unde este rezultat? / where is result?,895,template_where,
d2000_0896,common_phrases,vreau date,I want data,vreau date / I want data,896,template_want,
d2000_0897,requests,am nevoie de date,I need data,am nevoie de date / I need data,897,template_need,
d2000_0898,questions,unde este date?,where is data?,unde este date? / where is data?,898,template_where,
d2000_0899,common_phrases,vreau text,I want text,vreau text / I want text,899,template_want,
d2000_0900,requests,am nevoie de text,I need text,am nevoie de text / I need text,900,template_need,
d2000_0901,questions,unde este text?,where is text?,unde este text? / where is text?,901,template_where,
d2000_0902,common_phrases,vreau cod,I want code,vreau cod / I want code,902,template_want,
d2000_0903,requests,am nevoie de cod,I need code,am nevoie de cod / I need code,903,template_need,
d2000_0904,questions,unde este cod?,where is code?,unde este cod? / where is code?,904,template_where,
d2000_0905,common_phrases,vreau token,I want token,vreau token / I want token,905,template_want,
d2000_0906,requests,am nevoie de token,I need token,am nevoie de token / I need token,906,template_need,
d2000_0907,questions,unde este token?,where is token?,unde este token? / where is token?,907,template_where,
d2000_0908,common_phrases,vreau dicționar,I want dictionary,vreau dicționar / I want dictionary,908,template_want,
d2000_0909,requests,am nevoie de dicționar,I need dictionary,am nevoie de dicționar / I need dictionary,909,template_need,
d2000_0910,questions,unde este dicționar?,where is dictionary?,unde este dicționar? / where is dictionary?,910,template_where,
d2000_0911,common_phrases,vreau model,I want model,vreau model / I want model,911,template_want,
d2000_0912,requests,am nevoie de model,I need model,am nevoie de model / I need model,912,template_need,
d2000_0913,questions,unde este model?,where is model?,unde este model? / where is model?,913,template_where,
d2000_0914,common_phrases,vreau agent,I want agent,vreau agent / I want agent,914,template_want,
d2000_0915,requests,am nevoie de agent,I need agent,am nevoie de agent / I need agent,915,template_need,
d2000_0916,questions,unde este agent?,where is agent?,unde este agent? / where is agent?,916,template_where,
d2000_0917,common_phrases,vreau prompt,I want prompt,vreau prompt / I want prompt,917,template_want,
d2000_0918,requests,am nevoie de prompt,I need prompt,am nevoie de prompt / I need prompt,918,template_need,
d2000_0919,questions,unde este prompt?,where is prompt?,unde este prompt? / where is prompt?,919,template_where,
d2000_0920,common_phrases,vreau răspuns,I want response,vreau răspuns / I want response,920,template_want,
d2000_0921,requests,am nevoie de răspuns,I need response,am nevoie de răspuns / I need response,921,template_need,
d2000_0922,questions,unde este răspuns?,where is response?,unde este răspuns? / where is response?,922,template_where,
d2000_0923,common_phrases,vreau cale,I want path,vreau cale / I want path,923,template_want,
d2000_0924,requests,am nevoie de cale,I need path,am nevoie de cale / I need path,924,template_need,
d2000_0925,questions,unde este cale?,where is path?,unde este cale? / where is path?,925,template_where,
d2000_0926,common_phrases,vreau linie,I want line,vreau linie / I want line,926,template_want,
d2000_0927,requests,am nevoie de linie,I need line,am nevoie de linie / I need line,927,template_need,
d2000_0928,questions,unde este linie?,where is line?,unde este linie? / where is line?,928,template_where,
d2000_0929,common_phrases,vreau coloană,I want column,vreau coloană / I want column,929,template_want,
d2000_0930,requests,am nevoie de coloană,I need column,am nevoie de coloană / I need column,930,template_need,
d2000_0931,questions,unde este coloană?,where is column?,unde este coloană? / where is column?,931,template_where,
d2000_0932,common_phrases,vreau funcție,I want function,vreau funcție / I want function,932,template_want,
