entry_id,category,ro,en,meaning,rank,source,notes
d2000_2038,requests,ajută soră,help sister,ajută soră / help sister,2038,template_help_person,
d2000_2039,basic_conversation,salut frate,hello brother,salut frate / hello brother,2039,template_greeting,
d2000_2040,requests,ajută frate,help brother,ajută frate / help brother,2040,template_help_person,
d2000_2041,basic_conversation,salut profesor,hello teacher,salut profesor / hello teacher,2041,template_greeting,
d2000_2042,requests,ajută profesor,help teacher,ajută profesor / help teacher,2042,template_help_person,
d2000_2043,basic_conversation,salut student,hello student,salut student / hello student,2043,template_greeting,
d2000_2044,requests,ajută student,help student,ajută student / help student,2044,template_help_person,
d2000_2045,basic_conversation,salut client,hello client,salut client / hello client,2045,template_greeting,
d2000_2046,requests,ajută client,help client,ajută client / help client,2046,template_help_person,
d2000_2047,basic_conversation,salut utilizator,hello user,salut utilizator / hello user,2047,template_greeting,
d2000_2048,requests,ajută utilizator,help user,ajută utilizator / help user,2048,template_help_person,
d2000_2049,basic_conversation,salut operator,hello operator,salut operator / hello operator,2049,template_greeting,
d2000_2050,requests,ajută operator,help operator,ajută operator / help operator,2050,template_help_person,
d2000_2051,basic_conversation,salut administrator,hello administrator,salut administrator / hello administrator,2051,template_greeting,
d2000_2052,requests,ajută administrator,help administrator,ajută administrator / help administrator,2052,template_help_person,
d2000_2053,basic_conversation,salut dezvoltator,hello developer,salut dezvoltator / hello developer,2053,template_greeting,
d2000_2054,requests,ajută dezvoltator,help developer,ajută dezvoltator / help developer,2054,template_help_person,
d2000_2055,basic_conversation,salut cercetător,hello researcher,salut cercetător / hello researcher,2055,template_greeting,
d2000_2056,requests,ajută cercetător,help researcher,ajută cercetător / help researcher,2056,template_help_person,
d2000_2057,basic_conversation,salut autor,hello author,salut autor / hello author,2057,template_greeting,
d2000_2058,requests,ajută autor,help author,ajută autor / help author,2058,template_help_person,
d2000_2059,basic_conversation,salut cititor,hello reader,salut cititor / hello reader,2059,template_greeting,
d2000_2060,requests,ajută cititor,help reader,ajută cititor / help reader,2060,template_help_person,
d2000_2061,basic_conversation,salut vorbitor,hello speaker,salut vorbitor / hello speaker,2061,template_greeting,
d2000_2062,requests,ajută vorbitor,help speaker,ajută vorbitor / help speaker,2062,template_help_person,
d2000_2063,basic_conversation,salut ascultător,hello listener,salut ascultător / hello listener,2063,template_greeting,
d2000_2064,requests,ajută ascultător,help listener,ajută ascultător / help listener,2064,template_help_person,
d2000_2065,basic_conversation,salut expeditor,hello sender,salut expeditor / hello sender,2065,template_greeting,
d2000_2066,requests,ajută expeditor,help sender,ajută expeditor / help sender,2066,template_help_person,
d2000_2067,basic_conversation,salut destinatar,hello receiver,salut destinatar / hello receiver,2067,template_greeting,
d2000_2068,requests,ajută destinatar,help receiver,ajută destinatar / help receiver,2068,template_help_person,
d2000_2069,basic_conversation,salut echipă,hello team,salut echipă / hello team,2069,template_greeting,
d2000_2070,requests,ajută echipă,help team,ajută echipă / help team,2070,template_help_person,
d2000_2071,basic_conversation,salut grup,hello group,salut grup / hello group,2071,template_greeting,
d2000_2072,requests,ajută grup,help group,ajută grup / help group,2072,template_help_person,
d2000_2073,basic_conversation,salut lider,hello leader,salut lider / hello leader,2073,template_greeting,
d2000_2074,requests,ajută lider,help leader,ajută lider / help leader,2074,template_help_person,
d2000_2075,basic_conversation,salut membru,hello member,salut membru / hello member,2075,template_greeting,
d2000_2076,requests,ajută membru,help member,ajută membru / help member,2076,template_help_person,
d2000_2077,basic_conversation,salut oaspete,hello guest,salut oaspete / hello guest,2077,template_greeting,
d2000_2078,requests,ajută oaspete,help guest,ajută oaspete / help guest,2078,template_help_person,
d2000_2079,basic_conversation,salut gazdă,hello host,salut gazdă / hello host,2079,template_greeting,
d2000_2080,requests,ajută gazdă,help host,ajută gazdă / help host,2080,template_help_person,
d2000_2081,basic_conversation,salut partener,hello partner,salut partener / hello partner,2081,template_greeting,
d2000_2082,requests,ajută partener,help partner,ajută partener / help partner,2082,template_help_person,
d2000_2083,basic_conversation,salut coleg,hello colleague,salut coleg / hello colleague,2083,template_greeting,
d2000_2084,requests,ajută coleg,help colleague,ajută coleg / help colleague,2084,template_help_person,
d2000_2085,basic_conversation,salut șef,hello boss,salut șef / hello boss,2085,template_greeting,
d2000_2086,requests,ajută șef,help boss,ajută șef / help boss,2086,template_help_person,
d2000_2087,basic_conversation,salut asistent,hello assistant,salut asistent / hello assistant,2087,template_greeting,
d2000_2088,requests,ajută asistent,help assistant,ajută asistent / help assistant,2088,template_help_person,
d2000_2089,basic_conversation,salut agent local,hello local agent,salut agent local / hello local agent,2089,template_greeting,
d2000_2090,requests,ajută agent local,help local agent,ajută agent local / help local agent,2090,template_help_person,
d2000_2091,time,rulează acum,run now,rulează acum / run now,2091,template_time_run,
d2000_2092,time,trimite acum,send now,trimite acum / send now,2092,template_time_send,
d2000_2093,time,rulează azi,run today,rulează azi / run today,2093,template_time_run,
d2000_2094,time,trimite azi,send today,trimite azi / send today,2094,template_time_send,
d2000_2095,time,rulează mâine,run tomorrow,rulează mâine / run tomorrow,2095,template_time_run,
d2000_2096,time,trimite mâine,send tomorrow,trimite mâine / send tomorrow,2096,template_time_send,
d2000_2097,time,rulează ieri,run yesterday,rulează ieri / run yesterday,2097,template_time_run,
d2000_2098,time,trimite ieri,send yesterday,trimite ieri / send yesterday,2098,template_time_send,
d2000_2099,time,rulează dimineață,run morning,rulează dimineață / run morning,2099,template_time_run,
d2000_2100,time,trimite dimineață,send morning,trimite dimineață / send morning,2100,template_time_send,
d2000_2101,time,rulează seară,run evening,rulează seară / run evening,2101,template_time_run,
d2000_2102,time,trimite seară,send evening,trimite seară / send evening,2102,template_time_send,
d2000_2103,time,rulează noapte,run night,rulează noapte / run night,2103,template_time_run,
d2000_2104,time,trimite noapte,send night,trimite noapte / send night,2104,template_time_send,
d2000_2105,time,rulează oră,run hour,rulează oră / run hour,2105,template_time_run,
d2000_2106,time,trimite oră,send hour,trimite oră / send hour,2106,template_time_send,
d2000_2107,time,rulează minut,run minute,rulează minut / run minute,2107,template_time_run,
d2000_2108,time,trimite minut,send minute,trimite minut / send minute,2108,template_time_send,
d2000_2109,time,rulează secundă,run second,rulează secundă / run second,2109,template_time_run,
d2000_2110,time,trimite secundă,send second,trimite secundă / send second,2110,template_time_send,
d2000_2111,time,rulează săptămână,run week,rulează săptămână / run week,2111,template_time_run,
d2000_2112,time,trimite săptămână,send week,trimite săptămână / send week,2112,template_time_send,
d2000_2113,time,rulează lună,run month,rulează lună / run month,2113,template_time_run,
d2000_2114,time,trimite lună,send month,trimite lună / send month,2114,template_time_send,
d2000_2115,time,rulează an,run year,rulează an / run year,2115,template_time_run,
d2000_2116,time,trimite an,send year,trimite an / send year,2116,template_time_send,
d2000_2117,time,rulează devreme,run early,rulează devreme / run early,2117,template_time_run,
d2000_2118,time,trimite devreme,send early,trimite devreme / send early,2118,template_time_send,
d2000_2119,time,rulează târziu,run late,rulează târziu / run late,2119,template_time_run,
d2000_2120,time,trimite târziu,send late,trimite târziu / send late,2120,template_time_send,
d2000_2121,time,rulează înainte,run before,rulează înainte / run before,2121,template_time_run,
d2000_2122,time,trimite înainte,send before,trimite înainte / send before,2122,template_time_send,
d2000_2123,time,rulează după,run after,rulează după / run after,2123,template_time_run,
d2000_2124,time,trimite după,send after,trimite după / send after,2124,template_time_send,
d2000_2125,time,rulează repede,run fast,rulează repede / run fast,2125,template_time_run,
d2000_2126,time,trimite repede,send fast,trimite repede / send fast,2126,template_time_send,
d2000_2127,time,rulează lent,run slow,rulează lent / run slow,2127,template_time_run,
d2000_2128,time,trimite lent,send slow,trimite lent / send slow,2128,template_time_send,
d2000_2129,time,rulează final,run end,rulează final / run end,2129,template_time_run,
d2000_2130,time,trimite final,send end,trimite final / send end,2130,template_time_send,
d2000_2131,time,rulează în curând,run soon,rulează în curând / run soon,2131,template_time_run,
d2000_2132,time,trimite în curând,send soon,trimite în curând / send soon,2132,template_time_send,
d2000_2133,time,rulează mai târziu,run later,rulează mai târziu / run later,2133,template_time_run,
d2000_2134,time,trimite mai târziu,send later,trimite mai târziu / send later,2134,template_time_send,
d2000_2135,time,rulează imediat,run immediately,rulează imediat / run immediately,2135,template_time_run,
d2000_2136,time,trimite imediat,send immediately,trimite imediat / send immediately,2136,template_time_send,
d2000_2137,time,rulează mereu,run always,rulează mereu / run always,2137,template_time_run,
d2000_2138,time,trimite mereu,send always,trimite mereu / send always,2138,template_time_send,
d2000_2139,time,rulează des,run often,rulează des / run often,2139,template_time_run,
d2000_2140,time,trimite des,send often,trimite des / send often,2140,template_time_send,
d2000_2141,time,rulează rar,run rarely,rulează rar / run rarely,2141,template_time_run,
d2000_2142,time,trimite rar,send rarely,trimite rar / send rarely,2142,template_time_send,
d2000_2143,time,rulează uneori,run sometimes,rulează uneori / run sometimes,2143,template_time_run,
d2000_2144,time,trimite uneori,send sometimes,trimite uneori / send sometimes,2144,template_time_send,
d2000_2145,time,rulează niciodată,run never,rulează niciodată / run never,2145,template_time_run,
d2000_2146,time,trimite niciodată,send never,trimite niciodată / send never,2146,template_time_send,
d2000_2147,time,rulează data viitoare,run next time,rulează data viitoare / run next time,2147,template_time_run,
d2000_2148,time,trimite data viitoare,send next time,trimite data viitoare / send next time,2148,template_time_send,
d2000_2149,time,rulează ultima dată,run last time,rulează ultima dată / run last time,2149,template_time_run,
d2000_2150,time,trimite ultima dată,send last time,trimite ultima dată / send last time,2150,template_time_send,
d2000_2151,time,rulează în fiecare zi,run every day,rulează în fiecare zi / run every day,2151,template_time_run,
d2000_2152,time,trimite în fiecare zi,send every day,trimite în fiecare zi / send every day,2152,template_time_send,
d2000_2153,time,rulează în fiecare săptămână,run every week,rulează în fiecare săptămână / run every week,2153,template_time_run,
d2000_2154,time,trimite în fiecare săptămână,send every week,trimite în fiecare săptămână / send every week,2154,template_time_send,
d2000_2155,time,rulează în fiecare lună,run every month,rulează în fiecare lună / run every month,2155,template_time_run,
d2000_2156,time,trimite în fiecare lună,send every month,trimite în fiecare lună / send every month,2156,template_time_send,
d2000_2157,time,rulează în trecut,run in the past,rulează în trecut / run in the past,2157,template_time_run,
d2000_2158,time,trimite în trecut,send in the past,trimite în trecut / send in the past,2158,template_time_send,
d2000_2159,time,rulează în viitor,run in the future,rulează în viitor / run in the future,2159,template_time_run,
d2000_2160,time,trimite în viitor,send in the future,trimite în viitor / send in the future,2160,template_time_send,
d2000_2161,time,rulează termen limită,run deadline,rulează termen limită / run deadline,2161,template_time_run,
d2000_2162,time,trimite termen limită,send deadline,trimite termen limită / send deadline,2162,template_time_send,
d2000_2163,time,rulează durată,run duration,rulează durată / run duration,2163,template_time_run,
d2000_2164,time,trimite durată,send duration,trimite durată / send duration,2164,template_time_send,
d2000_2165,time,rulează interval,run interval,rulează interval / run interval,2165,template_time_run,
d2000_2166,time,trimite interval,send interval,trimite interval / send interval,2166,template_time_send,
d2000_2167,time,rulează moment,run moment,rulează moment / run moment,2167,template_time_run,
d2000_2168,time,trimite moment,send moment,trimite moment / send moment,2168,template_time_send,
d2000_2169,time,rulează program,run schedule,rulează program / run schedule,2169,template_time_run,
d2000_2170,time,trimite program,send schedule,trimite program / send schedule,2170,template_time_send,
d2000_2171,software/project terms,pornește fișier,start file,pornește fișier / start file,2171,template_action_software,
d2000_2172,software/project terms,pornește dosar,start folder,pornește dosar / start folder,2172,template_action_software,
d2000_2173,software/project terms,pornește cale,start path,pornește cale / start path,2173,template_action_software,
d2000_2174,software/project terms,pornește linie,start line,pornește linie / start line,2174,template_action_software,
d2000_2175,software/project terms,pornește coloană,start column,pornește coloană / start column,2175,template_action_software,
d2000_2176,software/project terms,pornește funcție,start function,pornește funcție / start function,2176,template_action_software,
d2000_2177,software/project terms,pornește clasă,start class,pornește clasă / start class,2177,template_action_software,
d2000_2178,software/project terms,pornește modul,start module,pornește modul / start module,2178,template_action_software,
d2000_2179,software/project terms,pornește pachet,start package,pornește pachet / start package,2179,template_action_software,
d2000_2180,software/project terms,pornește bibliotecă,start library,pornește bibliotecă / start library,2180,template_action_software,
d2000_2181,software/project terms,pornește script,start script,pornește script / start script,2181,template_action_software,
d2000_2182,software/project terms,pornește comandă,start command,pornește comandă / start command,2182,template_action_software,
d2000_2183,software/project terms,oprește fișier,stop file,oprește fișier / stop file,2183,template_action_software,
d2000_2184,software/project terms,oprește dosar,stop folder,oprește dosar / stop folder,2184,template_action_software,
d2000_2185,software/project terms,oprește cale,stop path,oprește cale / stop path,2185,template_action_software,
d2000_2186,software/project terms,oprește linie,stop line,oprește linie / stop line,2186,template_action_software,
d2000_2187,software/project terms,oprește coloană,stop column,oprește coloană / stop column,2187,template_action_software,
d2000_2188,software/project terms,oprește funcție,stop function,oprește funcție / stop function,2188,template_action_software,
d2000_2189,software/project terms,oprește clasă,stop class,oprește clasă / stop class,2189,template_action_software,
d2000_2190,software/project terms,oprește modul,stop module,oprește modul / stop module,2190,template_action_software,
d2000_2191,software/project terms,oprește pachet,stop package,oprește pachet / stop package,2191,template_action_software,
d2000_2192,software/project terms,oprește bibliotecă,stop library,oprește bibliotecă / stop library,2192,template_action_software,
d2000_2193,software/project terms,oprește script,stop script,oprește script / stop script,2193,template_action_software,
d2000_2194,software/project terms,oprește comandă,stop command,oprește comandă / stop command,2194,template_action_software,
d2000_2195,software/project terms,rulează fișier,run file,rulează fișier / run file,2195,template_action_software,
d2000_2196,software/project terms,rulează dosar,run folder,rulează dosar / run folder,2196,template_action_software,
d2000_2197,software/project terms,rulează cale,run path,rulează cale / run path,2197,template_action_software,
d2000_2198,software/project terms,rulează linie,run line,rulează linie / run line,2198,template_action_software,
d2000_2199,software/project terms,rulează coloană,run column,rulează coloană / run column,2199,template_action_software,
d2000_2200,software/project terms,rulează funcție,run function,rulează funcție / run function,2200,template_action_software,
d2000_2201,software/project terms,rulează clasă,run class,rulează clasă / run class,2201,template_action_software,
d2000_2202,software/project terms,rulează modul,run module,rulează modul / run module,2202,template_action_software,
d2000_2203,software/project terms,rulează pachet,run package,rulează pachet / run package,2203,template_action_software,
d2000_2204,software/project terms,rulează bibliotecă,run library,rulează bibliotecă / run library,2204,template_action_software,
d2000_2205,software/project terms,rulează script,run script,rulează script / run script,2205,template_action_software,
d2000_2206,software/project terms,rulează comandă,run command,rulează comandă / run command,2206,template_action_software,
d2000_2207,software/project terms,testează fișier,test file,testează fișier / test file,2207,template_action_software,
d2000_2208,software/project terms,testează dosar,test folder,testează dosar / test folder,2208,template_action_software,
d2000_2209,software/project terms,testează cale,test path,testează cale / test path,2209,template_action_software,
d2000_2210,software/project terms,testează linie,test line,testează linie / test line,2210,template_action_software,
d2000_2211,software/project terms,testează coloană,test column,testează coloană / test column,2211,template_action_software,
d2000_2212,software/project terms,testează funcție,test function,testează funcție / test function,2212,template_action_software,
d2000_2213,software/project terms,testează clasă,test class,testează clasă / test class,2213,template_action_software,
d2000_2214,software/project terms,testează modul,test module,testează modul / test module,2214,template_action_software,
d2000_2215,software/project terms,testează pachet,test package,testează pachet / test package,2215,template_action_software,
d2000_2216,software/project terms,testează bibliotecă,test library,testează bibliotecă / test library,2216,template_action_software,
d2000_2217,software/project terms,testează script,test script,testează script / test script,2217,template_action_software,
d2000_2218,software/project terms,testează comandă,test command,testează comandă / test command,2218,template_action_software,
d2000_2219,software/project terms,repară fișier,fix file,repară fișier / fix file,2219,template_action_software,
d2000_2220,software/project terms,repară dosar,fix folder,repară dosar / fix folder,2220,template_action_software,
d2000_2221,software/project terms,repară cale,fix path,repară cale / fix path,2221,template_action_software,
d2000_2222,software/project terms,repară linie,fix line,repară linie / fix line,2222,template_action_software,
d2000_2223,software/project terms,repară coloană,fix column,repară coloană / fix column,2223,template_action_software,
d2000_2224,software/project terms,repară funcție,fix function,repară funcție / fix function,2224,template_action_software,
d2000_2225,software/project terms,repară clasă,fix class,repară clasă / fix class,2225,template_action_software,
d2000_2226,software/project terms,repară modul,fix module,repară modul / fix module,2226,template_action_software,
d2000_2227,software/project terms,repară pachet,fix package,repară pachet / fix package,2227,template_action_software,
d2000_2228,software/project terms,repară bibliotecă,fix library,repară bibliotecă / fix library,2228,template_action_software,
d2000_2229,software/project terms,repară script,fix script,repară script / fix script,2229,template_action_software,
d2000_2230,software/project terms,repară comandă,fix command,repară comandă / fix command,2230,template_action_software,
d2000_2231,software/project terms,analizează fișier,analyze file,analizează fișier / analyze file,2231,template_action_software,
d2000_2232,software/project terms,analizează dosar,analyze folder,analizează dosar / analyze folder,2232,template_action_software,
d2000_2233,software/project terms,analizează cale,analyze path,analizează cale / analyze path,2233,template_action_software,
d2000_2234,software/project terms,analizează linie,analyze line,analizează linie / analyze line,2234,template_action_software,
d2000_2235,software/project terms,analizează coloană,analyze column,analizează coloană / analyze column,2235,template_action_software,
d2000_2236,software/project terms,analizează funcție,analyze function,analizează funcție / analyze function,2236,template_action_software,
d2000_2237,software/project terms,analizează clasă,analyze class,analizează clasă / analyze class,2237,template_action_software,
d2000_2238,software/project terms,analizează modul,analyze module,analizează modul / analyze module,2238,template_action_software,
d2000_2239,software/project terms,analizează pachet,analyze package,analizează pachet / analyze package,2239,template_action_software,
d2000_2240,software/project terms,analizează bibliotecă,analyze library,analizează bibliotecă / analyze library,2240,template_action_software,
d2000_2241,software/project terms,analizează script,analyze script,analizează script / analyze script,2241,template_action_software,
d2000_2242,software/project terms,analizează comandă,analyze command,analizează comandă / analyze command,2242,template_action_software,
d2000_2243,software/project terms,compară fișier,compare file,compară fișier / compare file,2243,template_action_software,
d2000_2244,software/project terms,compară dosar,compare folder,compară dosar / compare folder,2244,template_action_software,
d2000_2245,software/project terms,compară cale,compare path,compară cale / compare path,2245,template_action_software,
d2000_2246,software/project terms,compară linie,compare line,compară linie / compare line,2246,template_action_software,
d2000_2247,software/project terms,compară coloană,compare column,compară coloană / compare column,2247,template_action_software,
d2000_2248,software/project terms,compară funcție,compare function,compară funcție / compare function,2248,template_action_software,
d2000_2249,software/project terms,compară clasă,compare class,compară clasă / compare class,2249,template_action_software,
d2000_2250,software/project terms,compară modul,compare module,compară modul / compare module,2250,template_action_software,
d2000_2251,software/project terms,compară pachet,compare package,compară pachet / compare package,2251,template_action_software,
d2000_2252,software/project terms,compară bibliotecă,compare library,compară bibliotecă / compare library,2252,template_action_software,
d2000_2253,software/project terms,compară script,compare script,compară script / compare script,2253,template_action_software,
d2000_2254,software/project terms,compară comandă,compare command,compară comandă / compare command,2254,template_action_software,
d2000_2255,software/project terms,alege fișier,choose file,alege fișier / choose file,2255,template_action_software,
d2000_2256,software/project terms,alege dosar,choose folder,alege dosar / choose folder,2256,template_action_software,
d2000_2257,software/project terms,alege cale,choose path,alege cale / choose path,2257,template_action_software,
d2000_2258,software/project terms,alege linie,choose line,alege linie / choose line,2258,template_action_software,
d2000_2259,software/project terms,alege coloană,choose column,alege coloană / choose column,2259,template_action_software,
d2000_2260,software/project terms,alege funcție,choose function,alege funcție / choose function,2260,template_action_software,
d2000_2261,software/project terms,alege clasă,choose class,alege clasă / choose class,2261,template_action_software,
d2000_2262,software/project terms,alege modul,choose module,alege modul / choose module,2262,template_action_software,
d2000_2263,software/project terms,alege pachet,choose package,alege pachet / choose package,2263,template_action_software,
d2000_2264,software/project terms,alege bibliotecă,choose library,alege bibliotecă / choose library,2264,template_action_software,
d2000_2265,software/project terms,alege script,choose script,alege script / choose script,2265,template_action_software,
d2000_2266,software/project terms,alege comandă,choose command,alege comandă / choose command,2266,template_action_software,
d2000_2267,software/project terms,redu fișier,reduce file,redu fișier / reduce file,2267,template_action_software,
d2000_2268,software/project terms,redu dosar,reduce folder,redu dosar / reduce folder,2268,template_action_software,
d2000_2269,software/project terms,redu cale,reduce path,redu cale / reduce path,2269,template_action_software,
d2000_2270,software/project terms,redu linie,reduce line,redu linie / reduce line,2270,template_action_software,
d2000_2271,software/project terms,redu coloană,reduce column,redu coloană / reduce column,2271,template_action_software,
d2000_2272,software/project terms,redu funcție,reduce function,redu funcție / reduce function,2272,template_action_software,
d2000_2273,software/project terms,redu clasă,reduce class,redu clasă / reduce class,2273,template_action_software,
d2000_2274,software/project terms,redu modul,reduce module,redu modul / reduce module,2274,template_action_software,
d2000_2275,software/project terms,redu pachet,reduce package,redu pachet / reduce package,2275,template_action_software,
d2000_2276,software/project terms,redu bibliotecă,reduce library,redu bibliotecă / reduce library,2276,template_action_software,
d2000_2277,software/project terms,redu script,reduce script,redu script / reduce script,2277,template_action_software,
d2000_2278,software/project terms,redu comandă,reduce command,redu comandă / reduce command,2278,template_action_software,
d2000_2279,software/project terms,scurtează fișier,shorten file,scurtează fișier / shorten file,2279,template_action_software,
d2000_2280,software/project terms,scurtează dosar,shorten folder,scurtează dosar / shorten folder,2280,template_action_software,
d2000_2281,software/project terms,scurtează cale,shorten path,scurtează cale / shorten path,2281,template_action_software,
d2000_2282,software/project terms,scurtează linie,shorten line,scurtează linie / shorten line,2282,template_action_software,
d2000_2283,software/project terms,scurtează coloană,shorten column,scurtează coloană / shorten column,2283,template_action_software,
d2000_2284,software/project terms,scurtează funcție,shorten function,scurtează funcție / shorten function,2284,template_action_software,
d2000_2285,software/project terms,scurtează clasă,shorten class,scurtează clasă / shorten class,2285,template_action_software,
d2000_2286,software/project terms,scurtează modul,shorten module,scurtează modul / shorten module,2286,template_action_software,
d2000_2287,software/project terms,scurtează pachet,shorten package,scurtează pachet / shorten package,2287,template_action_software,
d2000_2288,software/project terms,scurtează bibliotecă,shorten library,scurtează bibliotecă / shorten library,2288,template_action_software,
d2000_2289,software/project terms,scurtează script,shorten script,scurtează script / shorten script,2289,template_action_software,
d2000_2290,software/project terms,scurtează comandă,shorten command,scurtează comandă / shorten command,2290,template_action_software,
d2000_2291,software/project terms,păstrează fișier,preserve file,păstrează fișier / preserve file,2291,template_action_software,
d2000_2292,software/project terms,păstrează dosar,preserve folder,păstrează dosar / preserve folder,2292,template_action_software,
d2000_2293,software/project terms,păstrează cale,preserve path,păstrează cale / preserve path,2293,template_action_software,
d2000_2294,software/project terms,păstrează linie,preserve line,păstrează linie / preserve line,2294,template_action_software,
d2000_2295,software/project terms,păstrează coloană,preserve column,păstrează coloană / preserve column,2295,template_action_software,
d2000_2296,software/project terms,păstrează funcție,preserve function,păstrează funcție / preserve function,2296,template_action_software,
d2000_2297,software/project terms,păstrează clasă,preserve class,păstrează clasă / preserve class,2297,template_action_software,
d2000_2298,software/project terms,păstrează modul,preserve module,păstrează modul / preserve module,2298,template_action_software,
d2000_2299,software/project terms,păstrează pachet,preserve package,păstrează pachet / preserve package,2299,template_action_software,
d2000_2300,software/project terms,păstrează bibliotecă,preserve library,păstrează bibliotecă / preserve library,2300,template_action_software,
d2000_2301,software/project terms,păstrează script,preserve script,păstrează script / preserve script,2301,template_action_software,
d2000_2302,software/project terms,păstrează comandă,preserve command,păstrează comandă / preserve command,2302,template_action_software,
d2000_2303,software/project terms,schimbă fișier,change file,schimbă fișier / change file,2303,template_action_software,
d2000_2304,software/project terms,schimbă dosar,change folder,schimbă dosar / change folder,2304,template_action_software,
d2000_2305,software/project terms,schimbă cale,change path,schimbă cale / change path,2305,template_action_software,
d2000_2306,software/project terms,schimbă linie,change line,schimbă linie / change line,2306,template_action_software,
d2000_2307,software/project terms,schimbă coloană,change column,schimbă coloană / change column,2307,template_action_software,
d2000_2308,software/project terms,schimbă funcție,change function,schimbă funcție / change function,2308,template_action_software,
d2000_2309,software/project terms,schimbă clasă,change class,schimbă clasă / change class,2309,template_action_software,
d2000_2310,software/project terms,schimbă modul,change module,schimbă modul / change module,2310,template_action_software,
d2000_2311,software/project terms,schimbă pachet,change package,schimbă pachet / change package,2311,template_action_software,
d2000_2312,software/project terms,schimbă bibliotecă,change library,schimbă bibliotecă / change library,2312,template_action_software,
d2000_2313,software/project terms,schimbă script,change script,schimbă script / change script,2313,template_action_software,
d2000_2314,software/project terms,schimbă comandă,change command,schimbă comandă / change command,2314,template_action_software,
d2000_2315,software/project terms,mută fișier,move file,mută fișier / move file,2315,template_action_software,
d2000_2316,software/project terms,mută dosar,move folder,mută dosar / move folder,2316,template_action_software,
d2000_2317,software/project terms,mută cale,move path,mută cale / move path,2317,template_action_software,
d2000_2318,software/project terms,mută linie,move line,mută linie / move line,2318,template_action_software,
d2000_2319,software/project terms,mută coloană,move column,mută coloană / move column,2319,template_action_software,
d2000_2320,software/project terms,mută funcție,move function,mută funcție / move function,2320,template_action_software,
d2000_2321,software/project terms,mută clasă,move class,mută clasă / move class,2321,template_action_software,
d2000_2322,software/project terms,mută modul,move module,mută modul / move module,2322,template_action_software,
d2000_2323,software/project terms,mută pachet,move package,mută pachet / move package,2323,template_action_software,
d2000_2324,software/project terms,mută bibliotecă,move library,mută bibliotecă / move library,2324,template_action_software,
d2000_2325,software/project terms,mută script,move script,mută script / move script,2325,template_action_software,
d2000_2326,software/project terms,mută comandă,move command,mută comandă / move command,2326,template_action_software,
d2000_2327,software/project terms,copiază fișier,copy file,copiază fișier / copy file,2327,template_action_software,
d2000_2328,software/project terms,copiază dosar,copy folder,copiază dosar / copy folder,2328,template_action_software,
d2000_2329,software/project terms,copiază cale,copy path,copiază cale / copy path,2329,template_action_software,
d2000_2330,software/project terms,copiază linie,copy line,copiază linie / copy line,2330,template_action_software,
d2000_2331,software/project terms,copiază coloană,copy column,copiază coloană / copy column,2331,template_action_software,
d2000_2332,software/project terms,copiază funcție,copy function,copiază funcție / copy function,2332,template_action_software,
d2000_2333,software/project terms,copiază clasă,copy class,copiază clasă / copy class,2333,template_action_software,
d2000_2334,software/project terms,copiază modul,copy module,copiază modul / copy module,2334,template_action_software,
d2000_2335,software/project terms,copiază pachet,copy package,copiază pachet / copy package,2335,template_action_software,
d2000_2336,software/project terms,copiază bibliotecă,copy library,copiază bibliotecă / copy library,2336,template_action_software,
d2000_2337,software/project terms,copiază script,copy script,copiază script / copy script,2337,template_action_software,
d2000_2338,software/project terms,copiază comandă,copy command,copiază comandă / copy command,2338,template_action_software,
d2000_2339,software/project terms,lipește fișier,paste file,lipește fișier / paste file,2339,template_action_software,
d2000_2340,software/project terms,lipește dosar,paste folder,lipește dosar / paste folder,2340,template_action_software,
d2000_2341,software/project terms,lipește cale,paste path,lipește cale / paste path,2341,template_action_software,
d2000_2342,software/project terms,lipește linie,paste line,lipește linie / paste line,2342,template_action_software,
d2000_2343,software/project terms,lipește coloană,paste column,lipește coloană / paste column,2343,template_action_software,
d2000_2344,software/project terms,lipește funcție,paste function,lipește funcție / paste function,2344,template_action_software,
d2000_2345,software/project terms,lipește clasă,paste class,lipește clasă / paste class,2345,template_action_software,
d2000_2346,software/project terms,lipește modul,paste module,lipește modul / paste module,2346,template_action_software,
d2000_2347,software/project terms,lipește pachet,paste package,lipește pachet / paste package,2347,template_action_software,
d2000_2348,software/project terms,lipește bibliotecă,paste library,lipește bibliotecă / paste library,2348,template_action_software,
d2000_2349,software/project terms,lipește script,paste script,lipește script / paste script,2349,template_action_software,
d2000_2350,software/project terms,lipește comandă,paste command,lipește comandă / paste command,2350,template_action_software,
d2000_2351,software/project terms,caută fișier,search file,caută fișier / search file,2351,template_action_software,
d2000_2352,software/project terms,caută dosar,search folder,caută dosar / search folder,2352,template_action_software,
d2000_2353,software/project terms,caută cale,search path,caută cale / search path,2353,template_action_software,
d2000_2354,software/project terms,caută linie,search line,caută linie / search line,2354,template_action_software,
d2000_2355,software/project terms,caută coloană,search column,caută coloană / search column,2355,template_action_software,
d2000_2356,software/project terms,caută funcție,search function,caută funcție / search function,2356,template_action_software,
d2000_2357,software/project terms,caută clasă,search class,caută clasă / search class,2357,template_action_software,
d2000_2358,software/project terms,caută modul,search module,caută modul / search module,2358,template_action_software,
d2000_2359,software/project terms,caută pachet,search package,caută pachet / search package,2359,template_action_software,
