entry_id,category,ro,en,meaning,rank,source,notes
d2000_1428,negation,nu rulează,do not run,nu rulează / do not run,1428,template_negation,
d2000_1429,actions,trebuie să rulează,must run,trebuie să rulează / must run,1429,template_must,
d2000_1430,requests,poți să testează?,can you test?,poți să testează? / can you test?,1430,template_can_you,
d2000_1431,negation,nu testează,do not test,nu testează / do not test,1431,template_negation,
d2000_1432,actions,trebuie să testează,must test,trebuie să testează / must test,1432,template_must,
d2000_1433,requests,poți să repară?,can you fix?,poți să repară? / can you fix?,1433,template_can_you,
d2000_1434,negation,nu repară,do not fix,nu repară / do not fix,1434,template_negation,
d2000_1435,actions,trebuie să repară,must fix,trebuie să repară / must fix,1435,template_must,
d2000_1436,requests,poți să analizează?,can you analyze?,poți să analizează? / can you analyze?,1436,template_can_you,
d2000_1437,negation,nu analizează,do not analyze,nu analizează / do not analyze,1437,template_negation,
d2000_1438,actions,trebuie să analizează,must analyze,trebuie să analizează / must analyze,1438,template_must,
d2000_1439,requests,poți să compară?,can you compare?,poți să compară? / can you compare?,1439,template_can_you,
d2000_1440,negation,nu compară,do not compare,nu compară / do not compare,1440,template_negation,
d2000_1441,actions,trebuie să compară,must compare,trebuie să compară / must compare,1441,template_must,
d2000_1442,requests,poți să alege?,can you choose?,poți să alege? / can you choose?,1442,template_can_you,
d2000_1443,negation,nu alege,do not choose,nu alege / do not choose,1443,template_negation,
d2000_1444,actions,trebuie să alege,must choose,trebuie să alege / must choose,1444,template_must,
d2000_1445,requests,poți să redu?,can you reduce?,poți să redu? / can you reduce?,1445,template_can_you,
d2000_1446,negation,nu redu,do not reduce,nu redu / do not reduce,1446,template_negation,
d2000_1447,actions,trebuie să redu,must reduce,trebuie să redu / must reduce,1447,template_must,
d2000_1448,requests,poți să scurtează?,can you shorten?,poți să scurtează? / can you shorten?,1448,template_can_you,
d2000_1449,negation,nu scurtează,do not shorten,nu scurtează / do not shorten,1449,template_negation,
d2000_1450,actions,trebuie să scurtează,must shorten,trebuie să scurtează / must shorten,1450,template_must,
d2000_1451,requests,poți să păstrează?,can you preserve?,poți să păstrează? / can you preserve?,1451,template_can_you,
d2000_1452,negation,nu păstrează,do not preserve,nu păstrează / do not preserve,1452,template_negation,
d2000_1453,actions,trebuie să păstrează,must preserve,trebuie să păstrează / must preserve,1453,template_must,
d2000_1454,requests,poți să schimbă?,can you change?,poți să schimbă? / can you change?,1454,template_can_you,
d2000_1455,negation,nu schimbă,do not change,nu schimbă / do not change,1455,template_negation,
d2000_1456,actions,trebuie să schimbă,must change,trebuie să schimbă / must change,1456,template_must,
d2000_1457,requests,poți să mută?,can you move?,poți să mută? / can you move?,1457,template_can_you,
d2000_1458,negation,nu mută,do not move,nu mută / do not move,1458,template_negation,
d2000_1459,actions,trebuie să mută,must move,trebuie să mută / must move,1459,template_must,
d2000_1460,requests,poți să copiază?,can you copy?,poți să copiază? / can you copy?,1460,template_can_you,
d2000_1461,negation,nu copiază,do not copy,nu copiază / do not copy,1461,template_negation,
d2000_1462,actions,trebuie să copiază,must copy,trebuie să copiază / must copy,1462,template_must,
d2000_1463,requests,poți să lipește?,can you paste?,poți să lipește? / can you paste?,1463,template_can_you,
d2000_1464,negation,nu lipește,do not paste,nu lipește / do not paste,1464,template_negation,
d2000_1465,actions,trebuie să lipește,must paste,trebuie să lipește / must paste,1465,template_must,
d2000_1466,requests,poți să caută?,can you search?,poți să caută? / can you search?,1466,template_can_you,
d2000_1467,negation,nu caută,do not search,nu caută / do not search,1467,template_negation,
d2000_1468,actions,trebuie să caută,must search,trebuie să caută / must search,1468,template_must,
d2000_1469,requests,poți să găsește?,can you find?,poți să găsește? / can you find?,1469,template_can_you,
d2000_1470,negation,nu găsește,do not find,nu găsește / do not find,1470,template_negation,
d2000_1471,actions,trebuie să găsește,must find,trebuie să găsește / must find,1471,template_must,
d2000_1472,requests,poți să deschide?,can you open?,poți să deschide? / can you open?,1472,template_can_you,
d2000_1473,negation,nu deschide,do not open,nu deschide / do not open,1473,template_negation,
d2000_1474,actions,trebuie să deschide,must open,trebuie să deschide / must open,1474,template_must,
d2000_1475,requests,poți să închide?,can you close?,poți să închide? / can you close?,1475,template_can_you,
d2000_1476,negation,nu închide,do not close,nu închide / do not close,1476,template_negation,
d2000_1477,actions,trebuie să închide,must close,trebuie să închide / must close,1477,template_must,
d2000_1478,requests,poți să actualizează?,can you update?,poți să actualizează? / can you update?,1478,template_can_you,
d2000_1479,negation,nu actualizează,do not update,nu actualizează / do not update,1479,template_negation,
d2000_1480,actions,trebuie să actualizează,must update,trebuie să actualizează / must update,1480,template_must,
d2000_1481,requests,poți să îmbină?,can you merge?,poți să îmbină? / can you merge?,1481,template_can_you,
d2000_1482,negation,nu îmbină,do not merge,nu îmbină / do not merge,1482,template_negation,
d2000_1483,actions,trebuie să îmbină,must merge,trebuie să îmbină / must merge,1483,template_must,
d2000_1484,requests,poți să împarte?,can you split?,poți să împarte? / can you split?,1484,template_can_you,
d2000_1485,negation,nu împarte,do not split,nu împarte / do not split,1485,template_negation,
d2000_1486,actions,trebuie să împarte,must split,trebuie să împarte / must split,1486,template_must,
d2000_1487,requests,poți să sortează?,can you sort?,poți să sortează? / can you sort?,1487,template_can_you,
d2000_1488,negation,nu sortează,do not sort,nu sortează / do not sort,1488,template_negation,
d2000_1489,actions,trebuie să sortează,must sort,trebuie să sortează / must sort,1489,template_must,
d2000_1490,requests,poți să filtrează?,can you filter?,poți să filtrează? / can you filter?,1490,template_can_you,
d2000_1491,negation,nu filtrează,do not filter,nu filtrează / do not filter,1491,template_negation,
d2000_1492,actions,trebuie să filtrează,must filter,trebuie să filtrează / must filter,1492,template_must,
d2000_1493,requests,poți să validează?,can you validate?,poți să validează? / can you validate?,1493,template_can_you,
d2000_1494,negation,nu validează,do not validate,nu validează / do not validate,1494,template_negation,
d2000_1495,actions,trebuie să validează,must validate,trebuie să validează / must validate,1495,template_must,
d2000_1496,requests,poți să exportă?,can you export?,poți să exportă? / can you export?,1496,template_can_you,
d2000_1497,negation,nu exportă,do not export,nu exportă / do not export,1497,template_negation,
d2000_1498,actions,trebuie să exportă,must export,trebuie să exportă / must export,1498,template_must,
d2000_1499,requests,poți să importă?,can you import?,poți să importă? / can you import?,1499,template_can_you,
d2000_1500,negation,nu importă,do not import,nu importă / do not import,1500,template_negation,
d2000_1501,actions,trebuie să importă,must import,trebuie să importă / must import,1501,template_must,
d2000_1502,requests,poți să generează?,can you generate?,poți să generează? / can you generate?,1502,template_can_you,
d2000_1503,negation,nu generează,do not generate,nu generează / do not generate,1503,template_negation,
d2000_1504,actions,trebuie să generează,must generate,trebuie să generează / must generate,1504,template_must,
d2000_1505,requests,poți să trimite?,can you send?,poți să trimite? / can you send?,1505,template_can_you,
d2000_1506,negation,nu trimite,do not send,nu trimite / do not send,1506,template_negation,
d2000_1507,actions,trebuie să trimite,must send,trebuie să trimite / must send,1507,template_must,
d2000_1508,requests,poți să primește?,can you receive?,poți să primește? / can you receive?,1508,template_can_you,
d2000_1509,negation,nu primește,do not receive,nu primește / do not receive,1509,template_negation,
d2000_1510,actions,trebuie să primește,must receive,trebuie să primește / must receive,1510,template_must,
d2000_1511,requests,poți să notează?,can you record?,poți să notează? / can you record?,1511,template_can_you,
d2000_1512,negation,nu notează,do not record,nu notează / do not record,1512,template_negation,
d2000_1513,actions,trebuie să notează,must record,trebuie să notează / must record,1513,template_must,
d2000_1514,requests,poți să salvează?,can you save?,poți să salvează? / can you save?,1514,template_can_you,
d2000_1515,negation,nu salvează,do not save,nu salvează / do not save,1515,template_negation,
d2000_1516,actions,trebuie să salvează,must save,trebuie să salvează / must save,1516,template_must,
d2000_1517,requests,poți să încarcă?,can you load?,poți să încarcă? / can you load?,1517,template_can_you,
d2000_1518,negation,nu încarcă,do not load,nu încarcă / do not load,1518,template_negation,
d2000_1519,actions,trebuie să încarcă,must load,trebuie să încarcă / must load,1519,template_must,
d2000_1520,requests,poți să șterge?,can you delete?,poți să șterge? / can you delete?,1520,template_can_you,
d2000_1521,negation,nu șterge,do not delete,nu șterge / do not delete,1521,template_negation,
d2000_1522,actions,trebuie să șterge,must delete,trebuie să șterge / must delete,1522,template_must,
d2000_1523,requests,poți să curăță?,can you clean?,poți să curăță? / can you clean?,1523,template_can_you,
d2000_1524,negation,nu curăță,do not clean,nu curăță / do not clean,1524,template_negation,
d2000_1525,actions,trebuie să curăță,must clean,trebuie să curăță / must clean,1525,template_must,
d2000_1526,requests,poți să depanare?,can you debug?,poți să depanare? / can you debug?,1526,template_can_you,
d2000_1527,negation,nu depanare,do not debug,nu depanare / do not debug,1527,template_negation,
d2000_1528,actions,trebuie să depanare,must debug,trebuie să depanare / must debug,1528,template_must,
d2000_1529,requests,poți să compilează?,can you compile?,poți să compilează? / can you compile?,1529,template_can_you,
d2000_1530,negation,nu compilează,do not compile,nu compilează / do not compile,1530,template_negation,
d2000_1531,actions,trebuie să compilează,must compile,trebuie să compilează / must compile,1531,template_must,
d2000_1532,requests,poți să instalează?,can you install?,poți să instalează? / can you install?,1532,template_can_you,
d2000_1533,negation,nu instalează,do not install,nu instalează / do not install,1533,template_negation,
d2000_1534,actions,trebuie să instalează,must install,trebuie să instalează / must install,1534,template_must,
d2000_1535,requests,poți să sincronizează?,can you sync?,poți să sincronizează? / can you sync?,1535,template_can_you,
d2000_1536,negation,nu sincronizează,do not sync,nu sincronizează / do not sync,1536,template_negation,
d2000_1537,actions,trebuie să sincronizează,must sync,trebuie să sincronizează / must sync,1537,template_must,
d2000_1538,requests,poți să publică?,can you publish?,poți să publică? / can you publish?,1538,template_can_you,
d2000_1539,negation,nu publică,do not publish,nu publică / do not publish,1539,template_negation,
d2000_1540,actions,trebuie să publică,must publish,trebuie să publică / must publish,1540,template_must,
d2000_1541,requests,poți să revizuiește?,can you review?,poți să revizuiește? / can you review?,1541,template_can_you,
d2000_1542,negation,nu revizuiește,do not review,nu revizuiește / do not review,1542,template_negation,
d2000_1543,actions,trebuie să revizuiește,must review,trebuie să revizuiește / must review,1543,template_must,
d2000_1544,requests,poți să măsoară?,can you measure?,poți să măsoară? / can you measure?,1544,template_can_you,
d2000_1545,negation,nu măsoară,do not measure,nu măsoară / do not measure,1545,template_negation,
d2000_1546,actions,trebuie să măsoară,must measure,trebuie să măsoară / must measure,1546,template_must,
d2000_1547,requests,poți să optimizează?,can you optimize?,poți să optimizează? / can you optimize?,1547,template_can_you,
d2000_1548,negation,nu optimizează,do not optimize,nu optimizează / do not optimize,1548,template_negation,
d2000_1549,actions,trebuie să optimizează,must optimize,trebuie să optimizează / must optimize,1549,template_must,
d2000_1550,requests,poți să observă?,can you observe?,poți să observă? / can you observe?,1550,template_can_you,
d2000_1551,negation,nu observă,do not observe,nu observă / do not observe,1551,template_negation,
d2000_1552,actions,trebuie să observă,must observe,trebuie să observă / must observe,1552,template_must,
d2000_1553,requests,poți să documentează?,can you document?,poți să documentează? / can you document?,1553,template_can_you,
d2000_1554,negation,nu documentează,do not document,nu documentează / do not document,1554,template_negation,
d2000_1555,actions,trebuie să documentează,must document,trebuie să documentează / must document,1555,template_must,
d2000_1556,requests,poți să etichetează?,can you label?,poți să etichetează? / can you label?,1556,template_can_you,
d2000_1557,negation,nu etichetează,do not label,nu etichetează / do not label,1557,template_negation,
d2000_1558,actions,trebuie să etichetează,must label,trebuie să etichetează / must label,1558,template_must,
d2000_1559,requests,poți să prioritizează?,can you prioritize?,poți să prioritizează? / can you prioritize?,1559,template_can_you,
d2000_1560,negation,nu prioritizează,do not prioritize,nu prioritizează / do not prioritize,1560,template_negation,
d2000_1561,actions,trebuie să prioritizează,must prioritize,trebuie să prioritizează / must prioritize,1561,template_must,
d2000_1562,requests,poți să grupează?,can you group?,poți să grupează? / can you group?,1562,template_can_you,
d2000_1563,negation,nu grupează,do not group,nu grupează / do not group,1563,template_negation,
d2000_1564,actions,trebuie să grupează,must group,trebuie să grupează / must group,1564,template_must,
d2000_1565,requests,poți să listează?,can you list?,poți să listează? / can you list?,1565,template_can_you,
d2000_1566,negation,nu listează,do not list,nu listează / do not list,1566,template_negation,
d2000_1567,actions,trebuie să listează,must list,trebuie să listează / must list,1567,template_must,
d2000_1568,requests,poți să afișează?,can you display?,poți să afișează? / can you display?,1568,template_can_you,
d2000_1569,negation,nu afișează,do not display,nu afișează / do not display,1569,template_negation,
d2000_1570,actions,trebuie să afișează,must display,trebuie să afișează / must display,1570,template_must,
d2000_1571,software/project terms,deschide fișier,open file,deschide fișier / open file,1571,template_open,
d2000_1572,software/project terms,actualizează fișier,update file,actualizează fișier / update file,1572,template_update,
d2000_1573,software/project terms,șterge fișier,delete file,șterge fișier / delete file,1573,template_delete,
d2000_1574,software/project terms,verifică fișier,check file,verifică fișier / check file,1574,template_check,
d2000_1575,software/project terms,generează fișier,generate file,generează fișier / generate file,1575,template_generate,
d2000_1576,software/project terms,deschide dosar,open folder,deschide dosar / open folder,1576,template_open,
d2000_1577,software/project terms,actualizează dosar,update folder,actualizează dosar / update folder,1577,template_update,
d2000_1578,software/project terms,șterge dosar,delete folder,șterge dosar / delete folder,1578,template_delete,
d2000_1579,software/project terms,verifică dosar,check folder,verifică dosar / check folder,1579,template_check,
d2000_1580,software/project terms,generează dosar,generate folder,generează dosar / generate folder,1580,template_generate,
d2000_1581,software/project terms,deschide cale,open path,deschide cale / open path,1581,template_open,
d2000_1582,software/project terms,actualizează cale,update path,actualizează cale / update path,1582,template_update,
d2000_1583,software/project terms,șterge cale,delete path,șterge cale / delete path,1583,template_delete,
d2000_1584,software/project terms,verifică cale,check path,verifică cale / check path,1584,template_check,
d2000_1585,software/project terms,generează cale,generate path,generează cale / generate path,1585,template_generate,
d2000_1586,software/project terms,deschide linie,open line,deschide linie / open line,1586,template_open,
d2000_1587,software/project terms,actualizează linie,update line,actualizează linie / update line,1587,template_update,
d2000_1588,software/project terms,șterge linie,delete line,șterge linie / delete line,1588,template_delete,
d2000_1589,software/project terms,verifică linie,check line,verifică linie / check line,1589,template_check,
d2000_1590,software/project terms,generează linie,generate line,generează linie / generate line,1590,template_generate,
d2000_1591,software/project terms,deschide coloană,open column,deschide coloană / open column,1591,template_open,
d2000_1592,software/project terms,actualizează coloană,update column,actualizează coloană / update column,1592,template_update,
d2000_1593,software/project terms,șterge coloană,delete column,șterge coloană / delete column,1593,template_delete,
d2000_1594,software/project terms,verifică coloană,check column,verifică coloană / check column,1594,template_check,
d2000_1595,software/project terms,generează coloană,generate column,generează coloană / generate column,1595,template_generate,
d2000_1596,software/project terms,deschide funcție,open function,deschide funcție / open function,1596,template_open,
d2000_1597,software/project terms,actualizează funcție,update function,actualizează funcție / update function,1597,template_update,
d2000_1598,software/project terms,șterge funcție,delete function,șterge funcție / delete function,1598,template_delete,
d2000_1599,software/project terms,verifică funcție,check function,verifică funcție / check function,1599,template_check,
d2000_1600,software/project terms,generează funcție,generate function,generează funcție / generate function,1600,template_generate,
d2000_1601,software/project terms,deschide clasă,open class,deschide clasă / open class,1601,template_open,
d2000_1602,software/project terms,actualizează clasă,update class,actualizează clasă / update class,1602,template_update,
d2000_1603,software/project terms,șterge clasă,delete class,șterge clasă / delete class,1603,template_delete,
d2000_1604,software/project terms,verifică clasă,check class,verifică clasă / check class,1604,template_check,
d2000_1605,software/project terms,generează clasă,generate class,generează clasă / generate class,1605,template_generate,
d2000_1606,software/project terms,deschide modul,open module,deschide modul / open module,1606,template_open,
d2000_1607,software/project terms,actualizează modul,update module,actualizează modul / update module,1607,template_update,
d2000_1608,software/project terms,șterge modul,delete module,șterge modul / delete module,1608,template_delete,
d2000_1609,software/project terms,verifică modul,check module,verifică modul / check module,1609,template_check,
d2000_1610,software/project terms,generează modul,generate module,generează modul / generate module,1610,template_generate,
d2000_1611,software/project terms,deschide pachet,open package,deschide pachet / open package,1611,template_open,
d2000_1612,software/project terms,actualizează pachet,update package,actualizează pachet / update package,1612,template_update,
d2000_1613,software/project terms,șterge pachet,delete package,șterge pachet / delete package,1613,template_delete,
d2000_1614,software/project terms,verifică pachet,check package,verifică pachet / check package,1614,template_check,
d2000_1615,software/project terms,generează pachet,generate package,generează pachet / generate package,1615,template_generate,
d2000_1616,software/project terms,deschide bibliotecă,open library,deschide bibliotecă / open library,1616,template_open,
d2000_1617,software/project terms,actualizează bibliotecă,update library,actualizează bibliotecă / update library,1617,template_update,
d2000_1618,software/project terms,șterge bibliotecă,delete library,șterge bibliotecă / delete library,1618,template_delete,
d2000_1619,software/project terms,verifică bibliotecă,check library,verifică bibliotecă / check library,1619,template_check,
d2000_1620,software/project terms,generează bibliotecă,generate library,generează bibliotecă / generate library,1620,template_generate,
d2000_1621,software/project terms,deschide script,open script,deschide script / open script,1621,template_open,
d2000_1622,software/project terms,actualizează script,update script,actualizează script / update script,1622,template_update,
d2000_1623,software/project terms,șterge script,delete script,șterge script / delete script,1623,template_delete,
d2000_1624,software/project terms,verifică script,check script,verifică script / check script,1624,template_check,
d2000_1625,software/project terms,generează script,generate script,generează script / generate script,1625,template_generate,
d2000_1626,software/project terms,deschide comandă,open command,deschide comandă / open command,1626,template_open,
d2000_1627,software/project terms,actualizează comandă,update command,actualizează comandă / update command,1627,template_update,
d2000_1628,software/project terms,șterge comandă,delete command,șterge comandă / delete command,1628,template_delete,
d2000_1629,software/project terms,verifică comandă,check command,verifică comandă / check command,1629,template_check,
d2000_1630,software/project terms,generează comandă,generate command,generează comandă / generate command,1630,template_generate,
d2000_1631,software/project terms,deschide argument,open argument,deschide argument / open argument,1631,template_open,
d2000_1632,software/project terms,actualizează argument,update argument,actualizează argument / update argument,1632,template_update,
d2000_1633,software/project terms,șterge argument,delete argument,șterge argument / delete argument,1633,template_delete,
d2000_1634,software/project terms,verifică argument,check argument,verifică argument / check argument,1634,template_check,
d2000_1635,software/project terms,generează argument,generate argument,generează argument / generate argument,1635,template_generate,
d2000_1636,software/project terms,deschide opțiune,open option,deschide opțiune / open option,1636,template_open,
d2000_1637,software/project terms,actualizează opțiune,update option,actualizează opțiune / update option,1637,template_update,
d2000_1638,software/project terms,șterge opțiune,delete option,șterge opțiune / delete option,1638,template_delete,
d2000_1639,software/project terms,verifică opțiune,check option,verifică opțiune / check option,1639,template_check,
d2000_1640,software/project terms,generează opțiune,generate option,generează opțiune / generate option,1640,template_generate,
d2000_1641,software/project terms,deschide configurație,open configuration,deschide configurație / open configuration,1641,template_open,
d2000_1642,software/project terms,actualizează configurație,update configuration,actualizează configurație / update configuration,1642,template_update,
d2000_1643,software/project terms,șterge configurație,delete configuration,șterge configurație / delete configuration,1643,template_delete,
d2000_1644,software/project terms,verifică configurație,check configuration,verifică configurație / check configuration,1644,template_check,
d2000_1645,software/project terms,generează configurație,generate configuration,generează configurație / generate configuration,1645,template_generate,
d2000_1646,software/project terms,deschide variabilă,open variable,deschide variabilă / open variable,1646,template_open,
d2000_1647,software/project terms,actualizează variabilă,update variable,actualizează variabilă / update variable,1647,template_update,
d2000_1648,software/project terms,șterge variabilă,delete variable,șterge variabilă / delete variable,1648,template_delete,
d2000_1649,software/project terms,verifică variabilă,check variable,verifică variabilă / check variable,1649,template_check,
d2000_1650,software/project terms,generează variabilă,generate variable,generează variabilă / generate variable,1650,template_generate,
d2000_1651,software/project terms,deschide valoare,open value,deschide valoare / open value,1651,template_open,
d2000_1652,software/project terms,actualizează valoare,update value,actualizează valoare / update value,1652,template_update,
d2000_1653,software/project terms,șterge valoare,delete value,șterge valoare / delete value,1653,template_delete,
d2000_1654,software/project terms,verifică valoare,check value,verifică valoare / check value,1654,template_check,
d2000_1655,software/project terms,generează valoare,generate value,generează valoare / generate value,1655,template_generate,
d2000_1656,software/project terms,deschide cheie,open key,deschide cheie / open key,1656,template_open,
d2000_1657,software/project terms,actualizează cheie,update key,actualizează cheie / update key,1657,template_update,
d2000_1658,software/project terms,șterge cheie,delete key,șterge cheie / delete key,1658,template_delete,
d2000_1659,software/project terms,verifică cheie,check key,verifică cheie / check key,1659,template_check,
d2000_1660,software/project terms,generează cheie,generate key,generează cheie / generate key,1660,template_generate,
d2000_1661,software/project terms,deschide obiect,open object,deschide obiect / open object,1661,template_open,
d2000_1662,software/project terms,actualizează obiect,update object,actualizează obiect / update object,1662,template_update,
d2000_1663,software/project terms,șterge obiect,delete object,șterge obiect / delete object,1663,template_delete,
d2000_1664,software/project terms,verifică obiect,check object,verifică obiect / check object,1664,template_check,
d2000_1665,software/project terms,generează obiect,generate object,generează obiect / generate object,1665,template_generate,
d2000_1666,software/project terms,deschide listă,open list,deschide listă / open list,1666,template_open,
d2000_1667,software/project terms,actualizează listă,update list,actualizează listă / update list,1667,template_update,
d2000_1668,software/project terms,șterge listă,delete list,șterge listă / delete list,1668,template_delete,
d2000_1669,software/project terms,verifică listă,check list,verifică listă / check list,1669,template_check,
d2000_1670,software/project terms,generează listă,generate list,generează listă / generate list,1670,template_generate,
d2000_1671,software/project terms,deschide dicționar,open dictionary,deschide dicționar / open dictionary,1671,template_open,
d2000_1672,software/project terms,actualizează dicționar,update dictionary,actualizează dicționar / update dictionary,1672,template_update,
d2000_1673,software/project terms,șterge dicționar,delete dictionary,șterge dicționar / delete dictionary,1673,template_delete,
d2000_1674,software/project terms,verifică dicționar,check dictionary,verifică dicționar / check dictionary,1674,template_check,
d2000_1675,software/project terms,generează dicționar,generate dictionary,generează dicționar / generate dictionary,1675,template_generate,
d2000_1676,software/project terms,deschide șir,open string,deschide șir / open string,1676,template_open,
d2000_1677,software/project terms,actualizează șir,update string,actualizează șir / update string,1677,template_update,
d2000_1678,software/project terms,șterge șir,delete string,șterge șir / delete string,1678,template_delete,
d2000_1679,software/project terms,verifică șir,check string,verifică șir / check string,1679,template_check,
d2000_1680,software/project terms,generează șir,generate string,generează șir / generate string,1680,template_generate,
d2000_1681,software/project terms,deschide număr întreg,open integer,deschide număr întreg / open integer,1681,template_open,
d2000_1682,software/project terms,actualizează număr întreg,update integer,actualizează număr întreg / update integer,1682,template_update,
d2000_1683,software/project terms,șterge număr întreg,delete integer,șterge număr întreg / delete integer,1683,template_delete,
d2000_1684,software/project terms,verifică număr întreg,check integer,verifică număr întreg / check integer,1684,template_check,
d2000_1685,software/project terms,generează număr întreg,generate integer,generează număr întreg / generate integer,1685,template_generate,
d2000_1686,software/project terms,deschide boolean,open boolean,deschide boolean / open boolean,1686,template_open,
d2000_1687,software/project terms,actualizează boolean,update boolean,actualizează boolean / update boolean,1687,template_update,
d2000_1688,software/project terms,șterge boolean,delete boolean,șterge boolean / delete boolean,1688,template_delete,
d2000_1689,software/project terms,verifică boolean,check boolean,verifică boolean / check boolean,1689,template_check,
d2000_1690,software/project terms,generează boolean,generate boolean,generează boolean / generate boolean,1690,template_generate,
d2000_1691,software/project terms,deschide eroare,open error,deschide eroare / open error,1691,template_open,
d2000_1692,software/project terms,actualizează eroare,update error,actualizează eroare / update error,1692,template_update,
d2000_1693,software/project terms,șterge eroare,delete error,șterge eroare / delete error,1693,template_delete,
d2000_1694,software/project terms,verifică eroare,check error,verifică eroare / check error,1694,template_check,
d2000_1695,software/project terms,generează eroare,generate error,generează eroare / generate error,1695,template_generate,
d2000_1696,software/project terms,deschide excepție,open exception,deschide excepție / open exception,1696,template_open,
d2000_1697,software/project terms,actualizează excepție,update exception,actualizează excepție / update exception,1697,template_update,
d2000_1698,software/project terms,șterge excepție,delete exception,șterge excepție / delete exception,1698,template_delete,
d2000_1699,software/project terms,verifică excepție,check exception,verifică excepție / check exception,1699,template_check,
d2000_1700,software/project terms,generează excepție,generate exception,generează excepție / generate exception,1700,template_generate,
d2000_1701,software/project terms,deschide jurnal,open log,deschide jurnal / open log,1701,template_open,
d2000_1702,software/project terms,actualizează jurnal,update log,actualizează jurnal / update log,1702,template_update,
d2000_1703,software/project terms,șterge jurnal,delete log,șterge jurnal / delete log,1703,template_delete,
d2000_1704,software/project terms,verifică jurnal,check log,verifică jurnal / check log,1704,template_check,
d2000_1705,software/project terms,generează jurnal,generate log,generează jurnal / generate log,1705,template_generate,
d2000_1706,software/project terms,deschide test,open test,deschide test / open test,1706,template_open,
d2000_1707,software/project terms,actualizează test,update test,actualizează test / update test,1707,template_update,
d2000_1708,software/project terms,șterge test,delete test,șterge test / delete test,1708,template_delete,
d2000_1709,software/project terms,verifică test,check test,verifică test / check test,1709,template_check,
d2000_1710,software/project terms,generează test,generate test,generează test / generate test,1710,template_generate,
d2000_1711,software/project terms,deschide validare,open validation,deschide validare / open validation,1711,template_open,
d2000_1712,software/project terms,actualizează validare,update validation,actualizează validare / update validation,1712,template_update,
d2000_1713,software/project terms,șterge validare,delete validation,șterge validare / delete validation,1713,template_delete,
d2000_1714,software/project terms,verifică validare,check validation,verifică validare / check validation,1714,template_check,
d2000_1715,software/project terms,generează validare,generate validation,generează validare / generate validation,1715,template_generate,
d2000_1716,software/project terms,deschide rezultat,open result,deschide rezultat / open result,1716,template_open,
d2000_1717,software/project terms,actualizează rezultat,update result,actualizează rezultat / update result,1717,template_update,
d2000_1718,software/project terms,șterge rezultat,delete result,șterge rezultat / delete result,1718,template_delete,
d2000_1719,software/project terms,verifică rezultat,check result,verifică rezultat / check result,1719,template_check,
d2000_1720,software/project terms,generează rezultat,generate result,generează rezultat / generate result,1720,template_generate,
d2000_1721,software/project terms,deschide raport,open report,deschide raport / open report,1721,template_open,
d2000_1722,software/project terms,actualizează raport,update report,actualizează raport / update report,1722,template_update,
d2000_1723,software/project terms,șterge raport,delete report,șterge raport / delete report,1723,template_delete,
d2000_1724,software/project terms,verifică raport,check report,verifică raport / check report,1724,template_check,
d2000_1725,software/project terms,generează raport,generate report,generează raport / generate report,1725,template_generate,
d2000_1726,software/project terms,deschide model,open model,deschide model / open model,1726,template_open,
d2000_1727,software/project terms,actualizează model,update model,actualizează model / update model,1727,template_update,
d2000_1728,software/project terms,șterge model,delete model,șterge model / delete model,1728,template_delete,
d2000_1729,software/project terms,verifică model,check model,verifică model / check model,1729,template_check,
d2000_1730,software/project terms,generează model,generate model,generează model / generate model,1730,template_generate,
d2000_1731,software/project terms,deschide agent,open agent,deschide agent / open agent,1731,template_open,
d2000_1732,software/project terms,actualizează agent,update agent,actualizează agent / update agent,1732,template_update,
d2000_1733,software/project terms,șterge agent,delete agent,șterge agent / delete agent,1733,template_delete,
d2000_1734,software/project terms,verifică agent,check agent,verifică agent / check agent,1734,template_check,
d2000_1735,software/project terms,generează agent,generate agent,generează agent / generate agent,1735,template_generate,
d2000_1736,software/project terms,deschide prompt,open prompt,deschide prompt / open prompt,1736,template_open,
d2000_1737,software/project terms,actualizează prompt,update prompt,actualizează prompt / update prompt,1737,template_update,
d2000_1738,software/project terms,șterge prompt,delete prompt,șterge prompt / delete prompt,1738,template_delete,
d2000_1739,software/project terms,verifică prompt,check prompt,verifică prompt / check prompt,1739,template_check,
d2000_1740,software/project terms,generează prompt,generate prompt,generează prompt / generate prompt,1740,template_generate,
d2000_1741,software/project terms,deschide răspuns,open response,deschide răspuns / open response,1741,template_open,
d2000_1742,software/project terms,actualizează răspuns,update response,actualizează răspuns / update response,1742,template_update,
d2000_1743,software/project terms,șterge răspuns,delete response,șterge răspuns / delete response,1743,template_delete,
d2000_1744,software/project terms,verifică răspuns,check response,verifică răspuns / check response,1744,template_check,
d2000_1745,software/project terms,generează răspuns,generate response,generează răspuns / generate response,1745,template_generate,
d2000_1746,software/project terms,deschide token,open token,deschide token / open token,1746,template_open,
d2000_1747,software/project terms,actualizează token,update token,actualizează token / update token,1747,template_update,
d2000_1748,software/project terms,șterge token,delete token,șterge token / delete token,1748,template_delete,
d2000_1749,software/project terms,verifică token,check token,verifică token / check token,1749,template_check,
d2000_1750,software/project terms,generează token,generate token,generează token / generate token,1750,template_generate,
