id,category,ro,en,meaning,compact_token,frequency_rank,source_rank,token_length,source,notes
d2000_1447,actions,trebuie să redu,must reduce,trebuie să redu / must reduce,N0,1447,1447,2,template_must,
d2000_1448,requests,poți să scurtează?,can you shorten?,poți să scurtează? / can you shorten?,N1,1448,1448,2,template_can_you,
d2000_1449,negation,nu scurtează,do not shorten,nu scurtează / do not shorten,N2,1449,1449,2,template_negation,
d2000_1450,actions,trebuie să scurtează,must shorten,trebuie să scurtează / must shorten,N3,1450,1450,2,template_must,
d2000_1451,requests,poți să păstrează?,can you preserve?,poți să păstrează? / can you preserve?,N4,1451,1451,2,template_can_you,
d2000_1452,negation,nu păstrează,do not preserve,nu păstrează / do not preserve,N5,1452,1452,2,template_negation,
d2000_1453,actions,trebuie să păstrează,must preserve,trebuie să păstrează / must preserve,N6,1453,1453,2,template_must,
d2000_1454,requests,poți să schimbă?,can you change?,poți să schimbă? / can you change?,N7,1454,1454,2,template_can_you,
d2000_1455,negation,nu schimbă,do not change,nu schimbă / do not change,N8,1455,1455,2,template_negation,
d2000_1456,actions,trebuie să schimbă,must change,trebuie să schimbă / must change,N9,1456,1456,2,template_must,
d2000_1457,requests,poți să mută?,can you move?,poți să mută? / can you move?,NB,1457,1457,2,template_can_you,
d2000_1458,negation,nu mută,do not move,nu mută / do not move,NC,1458,1458,2,template_negation,
d2000_1459,actions,trebuie să mută,must move,trebuie să mută / must move,ND,1459,1459,2,template_must,
d2000_1460,requests,poți să copiază?,can you copy?,poți să copiază? / can you copy?,NF,1460,1460,2,template_can_you,
d2000_1461,negation,nu copiază,do not copy,nu copiază / do not copy,NG,1461,1461,2,template_negation,
d2000_1462,actions,trebuie să copiază,must copy,trebuie să copiază / must copy,NH,1462,1462,2,template_must,
d2000_1463,requests,poți să lipește?,can you paste?,poți să lipește? / can you paste?,NJ,1463,1463,2,template_can_you,
d2000_1464,negation,nu lipește,do not paste,nu lipește / do not paste,NK,1464,1464,2,template_negation,
d2000_1465,actions,trebuie să lipește,must paste,trebuie să lipește / must paste,NL,1465,1465,2,template_must,
d2000_1466,requests,poți să caută?,can you search?,poți să caută? / can you search?,NM,1466,1466,2,template_can_you,
d2000_1467,negation,nu caută,do not search,nu caută / do not search,NN,1467,1467,2,template_negation,
d2000_1468,actions,trebuie să caută,must search,trebuie să caută / must search,NP,1468,1468,2,template_must,
d2000_1469,requests,poți să găsește?,can you find?,poți să găsește? / can you find?,NQ,1469,1469,2,template_can_you,
d2000_1470,negation,nu găsește,do not find,nu găsește / do not find,NR,1470,1470,2,template_negation,
d2000_1471,actions,trebuie să găsește,must find,trebuie să găsește / must find,NS,1471,1471,2,template_must,
d2000_1472,requests,poți să deschide?,can you open?,poți să deschide? / can you open?,NT,1472,1472,2,template_can_you,
d2000_1473,negation,nu deschide,do not open,nu deschide / do not open,NV,1473,1473,2,template_negation,
d2000_1474,actions,trebuie să deschide,must open,trebuie să deschide / must open,NW,1474,1474,2,template_must,
d2000_1475,requests,poți să închide?,can you close?,poți să închide? / can you close?,NX,1475,1475,2,template_can_you,
d2000_1476,negation,nu închide,do not close,nu închide / do not close,NY,1476,1476,2,template_negation,
d2000_1477,actions,trebuie să închide,must close,trebuie să închide / must close,NZ,1477,1477,2,template_must,
d2000_1478,requests,poți să actualizează?,can you update?,poți să actualizează? / can you update?,Nb,1478,1478,2,template_can_you,
d2000_1479,negation,nu actualizează,do not update,nu actualizează / do not update,Nc,1479,1479,2,template_negation,
d2000_1480,actions,trebuie să actualizează,must update,trebuie să actualizează / must update,Nd,1480,1480,2,template_must,
d2000_1481,requests,poți să îmbină?,can you merge?,poți să îmbină? / can you merge?,Nf,1481,1481,2,template_can_you,
d2000_1482,negation,nu îmbină,do not merge,nu îmbină / do not merge,Ng,1482,1482,2,template_negation,
d2000_1483,actions,trebuie să îmbină,must merge,trebuie să îmbină / must merge,Nh,1483,1483,2,template_must,
d2000_1484,requests,poți să împarte?,can you split?,poți să împarte? / can you split?,Nj,1484,1484,2,template_can_you,
d2000_1485,negation,nu împarte,do not split,nu împarte / do not split,Nk,1485,1485,2,template_negation,
d2000_1486,actions,trebuie să împarte,must split,trebuie să împarte / must split,Nl,1486,1486,2,template_must,
d2000_1487,requests,poți să sortează?,can you sort?,poți să sortează? / can you sort?,Nm,1487,1487,2,template_can_you,
d2000_1488,negation,nu sortează,do not sort,nu sortează / do not sort,Nn,1488,1488,2,template_negation,
d2000_1489,actions,trebuie să sortează,must sort,trebuie să sortează / must sort,Np,1489,1489,2,template_must,
d2000_1490,requests,poți să filtrează?,can you filter?,poți să filtrează? / can you filter?,Nq,1490,1490,2,template_can_you,
d2000_1491,negation,nu filtrează,do not filter,nu filtrează / do not filter,Nr,1491,1491,2,template_negation,
d2000_1492,actions,trebuie să filtrează,must filter,trebuie să filtrează / must filter,Ns,1492,1492,2,template_must,
d2000_1493,requests,poți să validează?,can you validate?,poți să validează? / can you validate?,Nt,1493,1493,2,template_can_you,
d2000_1494,negation,nu validează,do not validate,nu validează / do not validate,Nv,1494,1494,2,template_negation,
d2000_1495,actions,trebuie să validează,must validate,trebuie să validează / must validate,Nw,1495,1495,2,template_must,
d2000_1496,requests,poți să exportă?,can you export?,poți să exportă? / can you export?,Nx,1496,1496,2,template_can_you,
d2000_1497,negation,nu exportă,do not export,nu exportă / do not export,Ny,1497,1497,2,template_negation,
d2000_1498,actions,trebuie să exportă,must export,trebuie să exportă / must export,Nz,1498,1498,2,template_must,
d2000_1499,requests,poți să importă?,can you import?,poți să importă? / can you import?,N!,1499,1499,2,template_can_you,
d2000_1500,negation,nu importă,do not import,nu importă / do not import,N#,1500,1500,2,template_negation,
d2000_1501,actions,trebuie să importă,must import,trebuie să importă / must import,N$,1501,1501,2,template_must,
d2000_1502,requests,poți să generează?,can you generate?,poți să generează? / can you generate?,N%,1502,1502,2,template_can_you,
d2000_1503,negation,nu generează,do not generate,nu generează / do not generate,N&,1503,1503,2,template_negation,
d2000_1504,actions,trebuie să generează,must generate,trebuie să generează / must generate,N*,1504,1504,2,template_must,
d2000_1505,requests,poți să trimite?,can you send?,poți să trimite? / can you send?,N+,1505,1505,2,template_can_you,
d2000_1506,negation,nu trimite,do not send,nu trimite / do not send,N.,1506,1506,2,template_negation,
d2000_1507,actions,trebuie să trimite,must send,trebuie să trimite / must send,N/,1507,1507,2,template_must,
d2000_1508,requests,poți să primește?,can you receive?,poți să primește? / can you receive?,N:,1508,1508,2,template_can_you,
d2000_1509,negation,nu primește,do not receive,nu primește / do not receive,N;,1509,1509,2,template_negation,
d2000_1510,actions,trebuie să primește,must receive,trebuie să primește / must receive,N=,1510,1510,2,template_must,
d2000_1511,requests,poți să notează?,can you record?,poți să notează? / can you record?,N?,1511,1511,2,template_can_you,
d2000_1512,negation,nu notează,do not record,nu notează / do not record,N@,1512,1512,2,template_negation,
d2000_1513,actions,trebuie să notează,must record,trebuie să notează / must record,N^,1513,1513,2,template_must,
d2000_1514,requests,poți să salvează?,can you save?,poți să salvează? / can you save?,N_,1514,1514,2,template_can_you,
d2000_1515,negation,nu salvează,do not save,nu salvează / do not save,N~,1515,1515,2,template_negation,
d2000_1516,actions,trebuie să salvează,must save,trebuie să salvează / must save,P0,1516,1516,2,template_must,
d2000_1517,requests,poți să încarcă?,can you load?,poți să încarcă? / can you load?,P1,1517,1517,2,template_can_you,
d2000_1518,negation,nu încarcă,do not load,nu încarcă / do not load,P2,1518,1518,2,template_negation,
d2000_1519,actions,trebuie să încarcă,must load,trebuie să încarcă / must load,P3,1519,1519,2,template_must,
d2000_1520,requests,poți să șterge?,can you delete?,poți să șterge? / can you delete?,P4,1520,1520,2,template_can_you,
d2000_1521,negation,nu șterge,do not delete,nu șterge / do not delete,P5,1521,1521,2,template_negation,
d2000_1522,actions,trebuie să șterge,must delete,trebuie să șterge / must delete,P6,1522,1522,2,template_must,
d2000_1523,requests,poți să curăță?,can you clean?,poți să curăță? / can you clean?,P7,1523,1523,2,template_can_you,
d2000_1524,negation,nu curăță,do not clean,nu curăță / do not clean,P8,1524,1524,2,template_negation,
d2000_1525,actions,trebuie să curăță,must clean,trebuie să curăță / must clean,P9,1525,1525,2,template_must,
d2000_1526,requests,poți să depanare?,can you debug?,poți să depanare? / can you debug?,PB,1526,1526,2,template_can_you,
d2000_1527,negation,nu depanare,do not debug,nu depanare / do not debug,PC,1527,1527,2,template_negation,
d2000_1528,actions,trebuie să depanare,must debug,trebuie să depanare / must debug,PD,1528,1528,2,template_must,
d2000_1529,requests,poți să compilează?,can you compile?,poți să compilează? / can you compile?,PF,1529,1529,2,template_can_you,
d2000_1530,negation,nu compilează,do not compile,nu compilează / do not compile,PG,1530,1530,2,template_negation,
d2000_1531,actions,trebuie să compilează,must compile,trebuie să compilează / must compile,PH,1531,1531,2,template_must,
d2000_1532,requests,poți să instalează?,can you install?,poți să instalează? / can you install?,PJ,1532,1532,2,template_can_you,
d2000_1533,negation,nu instalează,do not install,nu instalează / do not install,PK,1533,1533,2,template_negation,
d2000_1534,actions,trebuie să instalează,must install,trebuie să instalează / must install,PL,1534,1534,2,template_must,
d2000_1535,requests,poți să sincronizează?,can you sync?,poți să sincronizează? / can you sync?,PM,1535,1535,2,template_can_you,
d2000_1536,negation,nu sincronizează,do not sync,nu sincronizează / do not sync,PN,1536,1536,2,template_negation,
d2000_1537,actions,trebuie să sincronizează,must sync,trebuie să sincronizează / must sync,PP,1537,1537,2,template_must,
d2000_1538,requests,poți să publică?,can you publish?,poți să publică? / can you publish?,PQ,1538,1538,2,template_can_you,
d2000_1539,negation,nu publică,do not publish,nu publică / do not publish,PR,1539,1539,2,template_negation,
d2000_1540,actions,trebuie să publică,must publish,trebuie să publică / must publish,PS,1540,1540,2,template_must,
d2000_1541,requests,poți să revizuiește?,can you review?,poți să revizuiește? / can you review?,PT,1541,1541,2,template_can_you,
d2000_1542,negation,nu revizuiește,do not review,nu revizuiește / do not review,PV,1542,1542,2,template_negation,
d2000_1543,actions,trebuie să revizuiește,must review,trebuie să revizuiește / must review,PW,1543,1543,2,template_must,
d2000_1544,requests,poți să măsoară?,can you measure?,poți să măsoară? / can you measure?,PX,1544,1544,2,template_can_you,
d2000_1545,negation,nu măsoară,do not measure,nu măsoară / do not measure,PY,1545,1545,2,template_negation,
d2000_1546,actions,trebuie să măsoară,must measure,trebuie să măsoară / must measure,PZ,1546,1546,2,template_must,
d2000_1547,requests,poți să optimizează?,can you optimize?,poți să optimizează? / can you optimize?,Pb,1547,1547,2,template_can_you,
d2000_1548,negation,nu optimizează,do not optimize,nu optimizează / do not optimize,Pc,1548,1548,2,template_negation,
d2000_1549,actions,trebuie să optimizează,must optimize,trebuie să optimizează / must optimize,Pd,1549,1549,2,template_must,
d2000_1550,requests,poți să observă?,can you observe?,poți să observă? / can you observe?,Pf,1550,1550,2,template_can_you,
d2000_1551,negation,nu observă,do not observe,nu observă / do not observe,Pg,1551,1551,2,template_negation,
d2000_1552,actions,trebuie să observă,must observe,trebuie să observă / must observe,Ph,1552,1552,2,template_must,
d2000_1553,requests,poți să documentează?,can you document?,poți să documentează? / can you document?,Pj,1553,1553,2,template_can_you,
d2000_1554,negation,nu documentează,do not document,nu documentează / do not document,Pk,1554,1554,2,template_negation,
d2000_1555,actions,trebuie să documentează,must document,trebuie să documentează / must document,Pl,1555,1555,2,template_must,
d2000_1556,requests,poți să etichetează?,can you label?,poți să etichetează? / can you label?,Pm,1556,1556,2,template_can_you,
d2000_1557,negation,nu etichetează,do not label,nu etichetează / do not label,Pn,1557,1557,2,template_negation,
d2000_1558,actions,trebuie să etichetează,must label,trebuie să etichetează / must label,Pp,1558,1558,2,template_must,
d2000_1559,requests,poți să prioritizează?,can you prioritize?,poți să prioritizează? / can you prioritize?,Pq,1559,1559,2,template_can_you,
d2000_1560,negation,nu prioritizează,do not prioritize,nu prioritizează / do not prioritize,Pr,1560,1560,2,template_negation,
d2000_1561,actions,trebuie să prioritizează,must prioritize,trebuie să prioritizează / must prioritize,Ps,1561,1561,2,template_must,
d2000_1562,requests,poți să grupează?,can you group?,poți să grupează? / can you group?,Pt,1562,1562,2,template_can_you,
d2000_1563,negation,nu grupează,do not group,nu grupează / do not group,Pv,1563,1563,2,template_negation,
d2000_1564,actions,trebuie să grupează,must group,trebuie să grupează / must group,Pw,1564,1564,2,template_must,
d2000_1565,requests,poți să listează?,can you list?,poți să listează? / can you list?,Px,1565,1565,2,template_can_you,
d2000_1566,negation,nu listează,do not list,nu listează / do not list,Py,1566,1566,2,template_negation,
d2000_1567,actions,trebuie să listează,must list,trebuie să listează / must list,Pz,1567,1567,2,template_must,
d2000_1568,requests,poți să afișează?,can you display?,poți să afișează? / can you display?,P!,1568,1568,2,template_can_you,
d2000_1569,negation,nu afișează,do not display,nu afișează / do not display,P#,1569,1569,2,template_negation,
d2000_1570,actions,trebuie să afișează,must display,trebuie să afișează / must display,P$,1570,1570,2,template_must,
d2000_1571,software/project terms,deschide fișier,open file,deschide fișier / open file,P%,1571,1571,2,template_open,
d2000_1572,software/project terms,actualizează fișier,update file,actualizează fișier / update file,P&,1572,1572,2,template_update,
d2000_1573,software/project terms,șterge fișier,delete file,șterge fișier / delete file,P*,1573,1573,2,template_delete,
d2000_1574,software/project terms,verifică fișier,check file,verifică fișier / check file,P+,1574,1574,2,template_check,
d2000_1575,software/project terms,generează fișier,generate file,generează fișier / generate file,P.,1575,1575,2,template_generate,
d2000_1576,software/project terms,deschide dosar,open folder,deschide dosar / open folder,P/,1576,1576,2,template_open,
d2000_1577,software/project terms,actualizează dosar,update folder,actualizează dosar / update folder,P:,1577,1577,2,template_update,
d2000_1578,software/project terms,șterge dosar,delete folder,șterge dosar / delete folder,P;,1578,1578,2,template_delete,
d2000_1579,software/project terms,verifică dosar,check folder,verifică dosar / check folder,P=,1579,1579,2,template_check,
d2000_1580,software/project terms,generează dosar,generate folder,generează dosar / generate folder,P?,1580,1580,2,template_generate,
d2000_1581,software/project terms,deschide cale,open path,deschide cale / open path,P@,1581,1581,2,template_open,
d2000_1582,software/project terms,actualizează cale,update path,actualizează cale / update path,P^,1582,1582,2,template_update,
d2000_1583,software/project terms,șterge cale,delete path,șterge cale / delete path,P_,1583,1583,2,template_delete,
d2000_1584,software/project terms,verifică cale,check path,verifică cale / check path,P~,1584,1584,2,template_check,
d2000_1585,software/project terms,generează cale,generate path,generează cale / generate path,Q0,1585,1585,2,template_generate,
d2000_1586,software/project terms,deschide linie,open line,deschide linie / open line,Q1,1586,1586,2,template_open,
d2000_1587,software/project terms,actualizează linie,update line,actualizează linie / update line,Q2,1587,1587,2,template_update,
d2000_1588,software/project terms,șterge linie,delete line,șterge linie / delete line,Q3,1588,1588,2,template_delete,
d2000_1589,software/project terms,verifică linie,check line,verifică linie / check line,Q4,1589,1589,2,template_check,
d2000_1590,software/project terms,generează linie,generate line,generează linie / generate line,Q5,1590,1590,2,template_generate,
d2000_1591,software/project terms,deschide coloană,open column,deschide coloană / open column,Q6,1591,1591,2,template_open,
d2000_1592,software/project terms,actualizează coloană,update column,actualizează coloană / update column,Q7,1592,1592,2,template_update,
d2000_1593,software/project terms,șterge coloană,delete column,șterge coloană / delete column,Q8,1593,1593,2,template_delete,
d2000_1594,software/project terms,verifică coloană,check column,verifică coloană / check column,Q9,1594,1594,2,template_check,
d2000_1595,software/project terms,generează coloană,generate column,generează coloană / generate column,QB,1595,1595,2,template_generate,
d2000_1596,software/project terms,deschide funcție,open function,deschide funcție / open function,QC,1596,1596,2,template_open,
d2000_1597,software/project terms,actualizează funcție,update function,actualizează funcție / update function,QD,1597,1597,2,template_update,
d2000_1598,software/project terms,șterge funcție,delete function,șterge funcție / delete function,QF,1598,1598,2,template_delete,
d2000_1599,software/project terms,verifică funcție,check function,verifică funcție / check function,QG,1599,1599,2,template_check,
d2000_1600,software/project terms,generează funcție,generate function,generează funcție / generate function,QH,1600,1600,2,template_generate,
d2000_1601,software/project terms,deschide clasă,open class,deschide clasă / open class,QJ,1601,1601,2,template_open,
d2000_1602,software/project terms,actualizează clasă,update class,actualizează clasă / update class,QK,1602,1602,2,template_update,
d2000_1603,software/project terms,șterge clasă,delete class,șterge clasă / delete class,QL,1603,1603,2,template_delete,
d2000_1604,software/project terms,verifică clasă,check class,verifică clasă / check class,QM,1604,1604,2,template_check,
d2000_1605,software/project terms,generează clasă,generate class,generează clasă / generate class,QN,1605,1605,2,template_generate,
d2000_1606,software/project terms,deschide modul,open module,deschide modul / open module,QP,1606,1606,2,template_open,
d2000_1607,software/project terms,actualizează modul,update module,actualizează modul / update module,QQ,1607,1607,2,template_update,
d2000_1608,software/project terms,șterge modul,delete module,șterge modul / delete module,QR,1608,1608,2,template_delete,
d2000_1609,software/project terms,verifică modul,check module,verifică modul / check module,QS,1609,1609,2,template_check,
d2000_1610,software/project terms,generează modul,generate module,generează modul / generate module,QT,1610,1610,2,template_generate,
d2000_1611,software/project terms,deschide pachet,open package,deschide pachet / open package,QV,1611,1611,2,template_open,
d2000_1612,software/project terms,actualizează pachet,update package,actualizează pachet / update package,QW,1612,1612,2,template_update,
d2000_1613,software/project terms,șterge pachet,delete package,șterge pachet / delete package,QX,1613,1613,2,template_delete,
d2000_1614,software/project terms,verifică pachet,check package,verifică pachet / check package,QY,1614,1614,2,template_check,
d2000_1615,software/project terms,generează pachet,generate package,generează pachet / generate package,QZ,1615,1615,2,template_generate,
d2000_1616,software/project terms,deschide bibliotecă,open library,deschide bibliotecă / open library,Qb,1616,1616,2,template_open,
d2000_1617,software/project terms,actualizează bibliotecă,update library,actualizează bibliotecă / update library,Qc,1617,1617,2,template_update,
d2000_1618,software/project terms,șterge bibliotecă,delete library,șterge bibliotecă / delete library,Qd,1618,1618,2,template_delete,
d2000_1619,software/project terms,verifică bibliotecă,check library,verifică bibliotecă / check library,Qf,1619,1619,2,template_check,
d2000_1620,software/project terms,generează bibliotecă,generate library,generează bibliotecă / generate library,Qg,1620,1620,2,template_generate,
d2000_1621,software/project terms,deschide script,open script,deschide script / open script,Qh,1621,1621,2,template_open,
d2000_1622,software/project terms,actualizează script,update script,actualizează script / update script,Qj,1622,1622,2,template_update,
d2000_1623,software/project terms,șterge script,delete script,șterge script / delete script,Qk,1623,1623,2,template_delete,
d2000_1624,software/project terms,verifică script,check script,verifică script / check script,Ql,1624,1624,2,template_check,
d2000_1625,software/project terms,generează script,generate script,generează script / generate script,Qm,1625,1625,2,template_generate,
d2000_1626,software/project terms,deschide comandă,open command,deschide comandă / open command,Qn,1626,1626,2,template_open,
d2000_1627,software/project terms,actualizează comandă,update command,actualizează comandă / update command,Qp,1627,1627,2,template_update,
d2000_1628,software/project terms,șterge comandă,delete command,șterge comandă / delete command,Qq,1628,1628,2,template_delete,
d2000_1629,software/project terms,verifică comandă,check command,verifică comandă / check command,Qr,1629,1629,2,template_check,
d2000_1630,software/project terms,generează comandă,generate command,generează comandă / generate command,Qs,1630,1630,2,template_generate,
d2000_1631,software/project terms,deschide argument,open argument,deschide argument / open argument,Qt,1631,1631,2,template_open,
d2000_1632,software/project terms,actualizează argument,update argument,actualizează argument / update argument,Qv,1632,1632,2,template_update,
d2000_1633,software/project terms,șterge argument,delete argument,șterge argument / delete argument,Qw,1633,1633,2,template_delete,
d2000_1634,software/project terms,verifică argument,check argument,verifică argument / check argument,Qx,1634,1634,2,template_check,
d2000_1635,software/project terms,generează argument,generate argument,generează argument / generate argument,Qy,1635,1635,2,template_generate,
d2000_1636,software/project terms,deschide opțiune,open option,deschide opțiune / open option,Qz,1636,1636,2,template_open,
d2000_1637,software/project terms,actualizează opțiune,update option,actualizează opțiune / update option,Q!,1637,1637,2,template_update,
d2000_1638,software/project terms,șterge opțiune,delete option,șterge opțiune / delete option,Q#,1638,1638,2,template_delete,
d2000_1639,software/project terms,verifică opțiune,check option,verifică opțiune / check option,Q$,1639,1639,2,template_check,
d2000_1640,software/project terms,generează opțiune,generate option,generează opțiune / generate option,Q%,1640,1640,2,template_generate,
d2000_1641,software/project terms,deschide configurație,open configuration,deschide configurație / open configuration,Q&,1641,1641,2,template_open,
d2000_1642,software/project terms,actualizează configurație,update configuration,actualizează configurație / update configuration,Q*,1642,1642,2,template_update,
d2000_1643,software/project terms,șterge configurație,delete configuration,șterge configurație / delete configuration,Q+,1643,1643,2,template_delete,
d2000_1644,software/project terms,verifică configurație,check configuration,verifică configurație / check configuration,Q.,1644,1644,2,template_check,
d2000_1645,software/project terms,generează configurație,generate configuration,generează configurație / generate configuration,Q/,1645,1645,2,template_generate,
d2000_1646,software/project terms,deschide variabilă,open variable,deschide variabilă / open variable,Q:,1646,1646,2,template_open,
d2000_1647,software/project terms,actualizează variabilă,update variable,actualizează variabilă / update variable,Q;,1647,1647,2,template_update,
d2000_1648,software/project terms,șterge variabilă,delete variable,șterge variabilă / delete variable,Q=,1648,1648,2,template_delete,
d2000_1649,software/project terms,verifică variabilă,check variable,verifică variabilă / check variable,Q?,1649,1649,2,template_check,
d2000_1650,software/project terms,generează variabilă,generate variable,generează variabilă / generate variable,Q@,1650,1650,2,template_generate,
d2000_1651,software/project terms,deschide valoare,open value,deschide valoare / open value,Q^,1651,1651,2,template_open,
d2000_1652,software/project terms,actualizează valoare,update value,actualizează valoare / update value,Q_,1652,1652,2,template_update,
d2000_1653,software/project terms,șterge valoare,delete value,șterge valoare / delete value,Q~,1653,1653,2,template_delete,
d2000_1654,software/project terms,verifică valoare,check value,verifică valoare / check value,R0,1654,1654,2,template_check,
d2000_1655,software/project terms,generează valoare,generate value,generează valoare / generate value,R1,1655,1655,2,template_generate,
d2000_1656,software/project terms,deschide cheie,open key,deschide cheie / open key,R2,1656,1656,2,template_open,
d2000_1657,software/project terms,actualizează cheie,update key,actualizează cheie / update key,R3,1657,1657,2,template_update,
d2000_1658,software/project terms,șterge cheie,delete key,șterge cheie / delete key,R4,1658,1658,2,template_delete,
d2000_1659,software/project terms,verifică cheie,check key,verifică cheie / check key,R5,1659,1659,2,template_check,
d2000_1660,software/project terms,generează cheie,generate key,generează cheie / generate key,R6,1660,1660,2,template_generate,
d2000_1661,software/project terms,deschide obiect,open object,deschide obiect / open object,R7,1661,1661,2,template_open,
d2000_1662,software/project terms,actualizează obiect,update object,actualizează obiect / update object,R8,1662,1662,2,template_update,
d2000_1663,software/project terms,șterge obiect,delete object,șterge obiect / delete object,R9,1663,1663,2,template_delete,
d2000_1664,software/project terms,verifică obiect,check object,verifică obiect / check object,RB,1664,1664,2,template_check,
d2000_1665,software/project terms,generează obiect,generate object,generează obiect / generate object,RC,1665,1665,2,template_generate,
d2000_1666,software/project terms,deschide listă,open list,deschide listă / open list,RD,1666,1666,2,template_open,
d2000_1667,software/project terms,actualizează listă,update list,actualizează listă / update list,RF,1667,1667,2,template_update,
d2000_1668,software/project terms,șterge listă,delete list,șterge listă / delete list,RG,1668,1668,2,template_delete,
d2000_1669,software/project terms,verifică listă,check list,verifică listă / check list,RH,1669,1669,2,template_check,
d2000_1670,software/project terms,generează listă,generate list,generează listă / generate list,RJ,1670,1670,2,template_generate,
d2000_1671,software/project terms,deschide dicționar,open dictionary,deschide dicționar / open dictionary,RK,1671,1671,2,template_open,
d2000_1672,software/project terms,actualizează dicționar,update dictionary,actualizează dicționar / update dictionary,RL,1672,1672,2,template_update,
d2000_1673,software/project terms,șterge dicționar,delete dictionary,șterge dicționar / delete dictionary,RM,1673,1673,2,template_delete,
d2000_1674,software/project terms,verifică dicționar,check dictionary,verifică dicționar / check dictionary,RN,1674,1674,2,template_check,
d2000_1675,software/project terms,generează dicționar,generate dictionary,generează dicționar / generate dictionary,RP,1675,1675,2,template_generate,
d2000_1676,software/project terms,deschide șir,open string,deschide șir / open string,RQ,1676,1676,2,template_open,
d2000_1677,software/project terms,actualizează șir,update string,actualizează șir / update string,RR,1677,1677,2,template_update,
d2000_1678,software/project terms,șterge șir,delete string,șterge șir / delete string,RS,1678,1678,2,template_delete,
d2000_1679,software/project terms,verifică șir,check string,verifică șir / check string,RT,1679,1679,2,template_check,
d2000_1680,software/project terms,generează șir,generate string,generează șir / generate string,RV,1680,1680,2,template_generate,
d2000_1681,software/project terms,deschide număr întreg,open integer,deschide număr întreg / open integer,RW,1681,1681,2,template_open,
d2000_1682,software/project terms,actualizează număr întreg,update integer,actualizează număr întreg / update integer,RX,1682,1682,2,template_update,
d2000_1683,software/project terms,șterge număr întreg,delete integer,șterge număr întreg / delete integer,RY,1683,1683,2,template_delete,
d2000_1684,software/project terms,verifică număr întreg,check integer,verifică număr întreg / check integer,RZ,1684,1684,2,template_check,
d2000_1685,software/project terms,generează număr întreg,generate integer,generează număr întreg / generate integer,Rb,1685,1685,2,template_generate,
d2000_1686,software/project terms,deschide boolean,open boolean,deschide boolean / open boolean,Rc,1686,1686,2,template_open,
d2000_1687,software/project terms,actualizează boolean,update boolean,actualizează boolean / update boolean,Rd,1687,1687,2,template_update,
d2000_1688,software/project terms,șterge boolean,delete boolean,șterge boolean / delete boolean,Rf,1688,1688,2,template_delete,
d2000_1689,software/project terms,verifică boolean,check boolean,verifică boolean / check boolean,Rg,1689,1689,2,template_check,
d2000_1690,software/project terms,generează boolean,generate boolean,generează boolean / generate boolean,Rh,1690,1690,2,template_generate,
d2000_1691,software/project terms,deschide eroare,open error,deschide eroare / open error,Rj,1691,1691,2,template_open,
d2000_1692,software/project terms,actualizează eroare,update error,actualizează eroare / update error,Rk,1692,1692,2,template_update,
d2000_1693,software/project terms,șterge eroare,delete error,șterge eroare / delete error,Rl,1693,1693,2,template_delete,
d2000_1694,software/project terms,verifică eroare,check error,verifică eroare / check error,Rm,1694,1694,2,template_check,
d2000_1695,software/project terms,generează eroare,generate error,generează eroare / generate error,Rn,1695,1695,2,template_generate,
d2000_1696,software/project terms,deschide excepție,open exception,deschide excepție / open exception,Rp,1696,1696,2,template_open,
d2000_1697,software/project terms,actualizează excepție,update exception,actualizează excepție / update exception,Rq,1697,1697,2,template_update,
d2000_1698,software/project terms,șterge excepție,delete exception,șterge excepție / delete exception,Rr,1698,1698,2,template_delete,
d2000_1699,software/project terms,verifică excepție,check exception,verifică excepție / check exception,Rs,1699,1699,2,template_check,
d2000_1700,software/project terms,generează excepție,generate exception,generează excepție / generate exception,Rt,1700,1700,2,template_generate,
d2000_1701,software/project terms,deschide jurnal,open log,deschide jurnal / open log,Rv,1701,1701,2,template_open,
d2000_1702,software/project terms,actualizează jurnal,update log,actualizează jurnal / update log,Rw,1702,1702,2,template_update,
d2000_1703,software/project terms,șterge jurnal,delete log,șterge jurnal / delete log,Rx,1703,1703,2,template_delete,
d2000_1704,software/project terms,verifică jurnal,check log,verifică jurnal / check log,Ry,1704,1704,2,template_check,
d2000_1705,software/project terms,generează jurnal,generate log,generează jurnal / generate log,Rz,1705,1705,2,template_generate,
d2000_1706,software/project terms,deschide test,open test,deschide test / open test,R!,1706,1706,2,template_open,
d2000_1707,software/project terms,actualizează test,update test,actualizează test / update test,R#,1707,1707,2,template_update,
d2000_1708,software/project terms,șterge test,delete test,șterge test / delete test,R$,1708,1708,2,template_delete,
d2000_1709,software/project terms,verifică test,check test,verifică test / check test,R%,1709,1709,2,template_check,
d2000_1710,software/project terms,generează test,generate test,generează test / generate test,R&,1710,1710,2,template_generate,
d2000_1711,software/project terms,deschide validare,open validation,deschide validare / open validation,R*,1711,1711,2,template_open,
d2000_1712,software/project terms,actualizează validare,update validation,actualizează validare / update validation,R+,1712,1712,2,template_update,
d2000_1713,software/project terms,șterge validare,delete validation,șterge validare / delete validation,R.,1713,1713,2,template_delete,
d2000_1714,software/project terms,verifică validare,check validation,verifică validare / check validation,R/,1714,1714,2,template_check,
d2000_1715,software/project terms,generează validare,generate validation,generează validare / generate validation,R:,1715,1715,2,template_generate,
