id,category,ro,en,meaning,compact_token,frequency_rank,source_rank,token_length,source,notes
d2000_0896,common_phrases,vreau date,I want data,vreau date / I want data,C~,896,896,2,template_want,
d2000_0897,requests,am nevoie de date,I need data,am nevoie de date / I need data,D0,897,897,2,template_need,
d2000_0898,questions,unde este date?,where is data?,unde este date? / where is data?,D1,898,898,2,template_where,
d2000_0899,common_phrases,vreau text,I want text,vreau text / I want text,D2,899,899,2,template_want,
d2000_0900,requests,am nevoie de text,I need text,am nevoie de text / I need text,D3,900,900,2,template_need,
d2000_0901,questions,unde este text?,where is text?,unde este text? / where is text?,D4,901,901,2,template_where,
d2000_0902,common_phrases,vreau cod,I want code,vreau cod / I want code,D5,902,902,2,template_want,
d2000_0903,requests,am nevoie de cod,I need code,am nevoie de cod / I need code,D6,903,903,2,template_need,
d2000_0904,questions,unde este cod?,where is code?,unde este cod? / where is code?,D7,904,904,2,template_where,
d2000_0905,common_phrases,vreau token,I want token,vreau token / I want token,D8,905,905,2,template_want,
d2000_0906,requests,am nevoie de token,I need token,am nevoie de token / I need token,D9,906,906,2,template_need,
d2000_0907,questions,unde este token?,where is token?,unde este token? / where is token?,DB,907,907,2,template_where,
d2000_0908,common_phrases,vreau dicționar,I want dictionary,vreau dicționar / I want dictionary,DC,908,908,2,template_want,
d2000_0909,requests,am nevoie de dicționar,I need dictionary,am nevoie de dicționar / I need dictionary,DD,909,909,2,template_need,
d2000_0910,questions,unde este dicționar?,where is dictionary?,unde este dicționar? / where is dictionary?,DF,910,910,2,template_where,
d2000_0911,common_phrases,vreau model,I want model,vreau model / I want model,DG,911,911,2,template_want,
d2000_0912,requests,am nevoie de model,I need model,am nevoie de model / I need model,DH,912,912,2,template_need,
d2000_0913,questions,unde este model?,where is model?,unde este model? / where is model?,DJ,913,913,2,template_where,
d2000_0914,common_phrases,vreau agent,I want agent,vreau agent / I want agent,DK,914,914,2,template_want,
d2000_0915,requests,am nevoie de agent,I need agent,am nevoie de agent / I need agent,DL,915,915,2,template_need,
d2000_0916,questions,unde este agent?,where is agent?,unde este agent? / where is agent?,DM,916,916,2,template_where,
d2000_0917,common_phrases,vreau prompt,I want prompt,vreau prompt / I want prompt,DN,917,917,2,template_want,
d2000_0918,requests,am nevoie de prompt,I need prompt,am nevoie de prompt / I need prompt,DP,918,918,2,template_need,
d2000_0919,questions,unde este prompt?,where is prompt?,unde este prompt? / where is prompt?,DQ,919,919,2,template_where,
d2000_0920,common_phrases,vreau răspuns,I want response,vreau răspuns / I want response,DR,920,920,2,template_want,
d2000_0921,requests,am nevoie de răspuns,I need response,am nevoie de răspuns / I need response,DS,921,921,2,template_need,
d2000_0922,questions,unde este răspuns?,where is response?,unde este răspuns? / where is response?,DT,922,922,2,template_where,
d2000_0923,common_phrases,vreau cale,I want path,vreau cale / I want path,DV,923,923,2,template_want,
d2000_0924,requests,am nevoie de cale,I need path,am nevoie de cale / I need path,DW,924,924,2,template_need,
d2000_0925,questions,unde este cale?,where is path?,unde este cale? / where is path?,DX,925,925,2,template_where,
d2000_0926,common_phrases,vreau linie,I want line,vreau linie / I want line,DY,926,926,2,template_want,
d2000_0927,requests,am nevoie de linie,I need line,am nevoie de linie / I need line,DZ,927,927,2,template_need,
d2000_0928,questions,unde este linie?,where is line?,unde este linie? / where is line?,Db,928,928,2,template_where,
d2000_0929,common_phrases,vreau coloană,I want column,vreau coloană / I want column,Dc,929,929,2,template_want,
d2000_0930,requests,am nevoie de coloană,I need column,am nevoie de coloană / I need column,Dd,930,930,2,template_need,
d2000_0931,questions,unde este coloană?,where is column?,unde este coloană? / where is column?,Df,931,931,2,template_where,
d2000_0932,common_phrases,vreau funcție,I want function,vreau funcție / I want function,Dg,932,932,2,template_want,
d2000_0933,requests,am nevoie de funcție,I need function,am nevoie de funcție / I need function,Dh,933,933,2,template_need,
d2000_0934,questions,unde este funcție?,where is function?,unde este funcție? / where is function?,Dj,934,934,2,template_where,
d2000_0935,common_phrases,vreau clasă,I want class,vreau clasă / I want class,Dk,935,935,2,template_want,
d2000_0936,requests,am nevoie de clasă,I need class,am nevoie de clasă / I need class,Dl,936,936,2,template_need,
d2000_0937,questions,unde este clasă?,where is class?,unde este clasă? / where is class?,Dm,937,937,2,template_where,
d2000_0938,common_phrases,vreau modul,I want module,vreau modul / I want module,Dn,938,938,2,template_want,
d2000_0939,requests,am nevoie de modul,I need module,am nevoie de modul / I need module,Dp,939,939,2,template_need,
d2000_0940,questions,unde este modul?,where is module?,unde este modul? / where is module?,Dq,940,940,2,template_where,
d2000_0941,common_phrases,vreau pachet,I want package,vreau pachet / I want package,Dr,941,941,2,template_want,
d2000_0942,requests,am nevoie de pachet,I need package,am nevoie de pachet / I need package,Ds,942,942,2,template_need,
d2000_0943,questions,unde este pachet?,where is package?,unde este pachet? / where is package?,Dt,943,943,2,template_where,
d2000_0944,common_phrases,vreau bibliotecă,I want library,vreau bibliotecă / I want library,Dv,944,944,2,template_want,
d2000_0945,requests,am nevoie de bibliotecă,I need library,am nevoie de bibliotecă / I need library,Dw,945,945,2,template_need,
d2000_0946,questions,unde este bibliotecă?,where is library?,unde este bibliotecă? / where is library?,Dx,946,946,2,template_where,
d2000_0947,common_phrases,vreau script,I want script,vreau script / I want script,Dy,947,947,2,template_want,
d2000_0948,requests,am nevoie de script,I need script,am nevoie de script / I need script,Dz,948,948,2,template_need,
d2000_0949,questions,unde este script?,where is script?,unde este script? / where is script?,D!,949,949,2,template_where,
d2000_0950,common_phrases,vreau comandă,I want command,vreau comandă / I want command,D#,950,950,2,template_want,
d2000_0951,requests,am nevoie de comandă,I need command,am nevoie de comandă / I need command,D$,951,951,2,template_need,
d2000_0952,questions,unde este comandă?,where is command?,unde este comandă? / where is command?,D%,952,952,2,template_where,
d2000_0953,common_phrases,vreau argument,I want argument,vreau argument / I want argument,D&,953,953,2,template_want,
d2000_0954,requests,am nevoie de argument,I need argument,am nevoie de argument / I need argument,D*,954,954,2,template_need,
d2000_0955,questions,unde este argument?,where is argument?,unde este argument? / where is argument?,D+,955,955,2,template_where,
d2000_0956,common_phrases,vreau opțiune,I want option,vreau opțiune / I want option,D.,956,956,2,template_want,
d2000_0957,requests,am nevoie de opțiune,I need option,am nevoie de opțiune / I need option,D/,957,957,2,template_need,
d2000_0958,questions,unde este opțiune?,where is option?,unde este opțiune? / where is option?,D:,958,958,2,template_where,
d2000_0959,common_phrases,vreau configurație,I want configuration,vreau configurație / I want configuration,D;,959,959,2,template_want,
d2000_0960,requests,am nevoie de configurație,I need configuration,am nevoie de configurație / I need configuration,D=,960,960,2,template_need,
d2000_0961,questions,unde este configurație?,where is configuration?,unde este configurație? / where is configuration?,D?,961,961,2,template_where,
d2000_0962,common_phrases,vreau variabilă,I want variable,vreau variabilă / I want variable,D@,962,962,2,template_want,
d2000_0963,requests,am nevoie de variabilă,I need variable,am nevoie de variabilă / I need variable,D^,963,963,2,template_need,
d2000_0964,questions,unde este variabilă?,where is variable?,unde este variabilă? / where is variable?,D_,964,964,2,template_where,
d2000_0965,common_phrases,vreau valoare,I want value,vreau valoare / I want value,D~,965,965,2,template_want,
d2000_0966,requests,am nevoie de valoare,I need value,am nevoie de valoare / I need value,F0,966,966,2,template_need,
d2000_0967,questions,unde este valoare?,where is value?,unde este valoare? / where is value?,F1,967,967,2,template_where,
d2000_0968,common_phrases,vreau obiect,I want object,vreau obiect / I want object,F2,968,968,2,template_want,
d2000_0969,requests,am nevoie de obiect,I need object,am nevoie de obiect / I need object,F3,969,969,2,template_need,
d2000_0970,questions,unde este obiect?,where is object?,unde este obiect? / where is object?,F4,970,970,2,template_where,
d2000_0971,common_phrases,vreau șir,I want string,vreau șir / I want string,F5,971,971,2,template_want,
d2000_0972,requests,am nevoie de șir,I need string,am nevoie de șir / I need string,F6,972,972,2,template_need,
d2000_0973,questions,unde este șir?,where is string?,unde este șir? / where is string?,F7,973,973,2,template_where,
d2000_0974,common_phrases,vreau număr întreg,I want integer,vreau număr întreg / I want integer,F8,974,974,2,template_want,
d2000_0975,requests,am nevoie de număr întreg,I need integer,am nevoie de număr întreg / I need integer,F9,975,975,2,template_need,
d2000_0976,questions,unde este număr întreg?,where is integer?,unde este număr întreg? / where is integer?,FB,976,976,2,template_where,
d2000_0977,common_phrases,vreau boolean,I want boolean,vreau boolean / I want boolean,FC,977,977,2,template_want,
d2000_0978,requests,am nevoie de boolean,I need boolean,am nevoie de boolean / I need boolean,FD,978,978,2,template_need,
d2000_0979,questions,unde este boolean?,where is boolean?,unde este boolean? / where is boolean?,FF,979,979,2,template_where,
d2000_0980,common_phrases,vreau eroare,I want error,vreau eroare / I want error,FG,980,980,2,template_want,
d2000_0981,requests,am nevoie de eroare,I need error,am nevoie de eroare / I need error,FH,981,981,2,template_need,
d2000_0982,questions,unde este eroare?,where is error?,unde este eroare? / where is error?,FJ,982,982,2,template_where,
d2000_0983,common_phrases,vreau excepție,I want exception,vreau excepție / I want exception,FK,983,983,2,template_want,
d2000_0984,requests,am nevoie de excepție,I need exception,am nevoie de excepție / I need exception,FL,984,984,2,template_need,
d2000_0985,questions,unde este excepție?,where is exception?,unde este excepție? / where is exception?,FM,985,985,2,template_where,
d2000_0986,common_phrases,vreau jurnal,I want log,vreau jurnal / I want log,FN,986,986,2,template_want,
d2000_0987,requests,am nevoie de jurnal,I need log,am nevoie de jurnal / I need log,FP,987,987,2,template_need,
d2000_0988,questions,unde este jurnal?,where is log?,unde este jurnal? / where is log?,FQ,988,988,2,template_where,
d2000_0989,common_phrases,vreau test,I want test,vreau test / I want test,FR,989,989,2,template_want,
d2000_0990,requests,am nevoie de test,I need test,am nevoie de test / I need test,FS,990,990,2,template_need,
d2000_0991,questions,unde este test?,where is test?,unde este test? / where is test?,FT,991,991,2,template_where,
d2000_0992,common_phrases,vreau validare,I want validation,vreau validare / I want validation,FV,992,992,2,template_want,
d2000_0993,requests,am nevoie de validare,I need validation,am nevoie de validare / I need validation,FW,993,993,2,template_need,
d2000_0994,questions,unde este validare?,where is validation?,unde este validare? / where is validation?,FX,994,994,2,template_where,
d2000_0995,common_phrases,vreau protocol,I want protocol,vreau protocol / I want protocol,FY,995,995,2,template_want,
d2000_0996,requests,am nevoie de protocol,I need protocol,am nevoie de protocol / I need protocol,FZ,996,996,2,template_need,
d2000_0997,questions,unde este protocol?,where is protocol?,unde este protocol? / where is protocol?,Fb,997,997,2,template_where,
d2000_0998,common_phrases,vreau stare,I want state,vreau stare / I want state,Fc,998,998,2,template_want,
d2000_0999,requests,am nevoie de stare,I need state,am nevoie de stare / I need state,Fd,999,999,2,template_need,
d2000_1000,questions,unde este stare?,where is state?,unde este stare? / where is state?,Ff,1000,1000,2,template_where,
d2000_1001,common_phrases,vreau rundă,I want round,vreau rundă / I want round,Fg,1001,1001,2,template_want,
d2000_1002,requests,am nevoie de rundă,I need round,am nevoie de rundă / I need round,Fh,1002,1002,2,template_need,
d2000_1003,questions,unde este rundă?,where is round?,unde este rundă? / where is round?,Fj,1003,1003,2,template_where,
d2000_1004,common_phrases,vreau metrică,I want metric,vreau metrică / I want metric,Fk,1004,1004,2,template_want,
d2000_1005,requests,am nevoie de metrică,I need metric,am nevoie de metrică / I need metric,Fl,1005,1005,2,template_need,
d2000_1006,questions,unde este metrică?,where is metric?,unde este metrică? / where is metric?,Fm,1006,1006,2,template_where,
d2000_1007,common_phrases,vreau scor,I want score,vreau scor / I want score,Fn,1007,1007,2,template_want,
d2000_1008,requests,am nevoie de scor,I need score,am nevoie de scor / I need score,Fp,1008,1008,2,template_need,
d2000_1009,questions,unde este scor?,where is score?,unde este scor? / where is score?,Fq,1009,1009,2,template_where,
d2000_1010,common_phrases,vreau recompensă,I want reward,vreau recompensă / I want reward,Fr,1010,1010,2,template_want,
d2000_1011,requests,am nevoie de recompensă,I need reward,am nevoie de recompensă / I need reward,Fs,1011,1011,2,template_need,
d2000_1012,questions,unde este recompensă?,where is reward?,unde este recompensă? / where is reward?,Ft,1012,1012,2,template_where,
d2000_1013,common_phrases,vreau compresie,I want compression,vreau compresie / I want compression,Fv,1013,1013,2,template_want,
d2000_1014,requests,am nevoie de compresie,I need compression,am nevoie de compresie / I need compression,Fw,1014,1014,2,template_need,
d2000_1015,questions,unde este compresie?,where is compression?,unde este compresie? / where is compression?,Fx,1015,1015,2,template_where,
d2000_1016,common_phrases,vreau decodare,I want decoding,vreau decodare / I want decoding,Fy,1016,1016,2,template_want,
d2000_1017,requests,am nevoie de decodare,I need decoding,am nevoie de decodare / I need decoding,Fz,1017,1017,2,template_need,
d2000_1018,questions,unde este decodare?,where is decoding?,unde este decodare? / where is decoding?,F!,1018,1018,2,template_where,
d2000_1019,common_phrases,vreau codificare,I want encoding,vreau codificare / I want encoding,F#,1019,1019,2,template_want,
d2000_1020,requests,am nevoie de codificare,I need encoding,am nevoie de codificare / I need encoding,F$,1020,1020,2,template_need,
d2000_1021,questions,unde este codificare?,where is encoding?,unde este codificare? / where is encoding?,F%,1021,1021,2,template_where,
d2000_1022,common_phrases,vreau lexicon,I want lexicon,vreau lexicon / I want lexicon,F&,1022,1022,2,template_want,
d2000_1023,requests,am nevoie de lexicon,I need lexicon,am nevoie de lexicon / I need lexicon,F*,1023,1023,2,template_need,
d2000_1024,questions,unde este lexicon?,where is lexicon?,unde este lexicon? / where is lexicon?,F+,1024,1024,2,template_where,
d2000_1025,common_phrases,vreau gramatică,I want grammar,vreau gramatică / I want grammar,F.,1025,1025,2,template_want,
d2000_1026,requests,am nevoie de gramatică,I need grammar,am nevoie de gramatică / I need grammar,F/,1026,1026,2,template_need,
d2000_1027,questions,unde este gramatică?,where is grammar?,unde este gramatică? / where is grammar?,F:,1027,1027,2,template_where,
d2000_1028,common_phrases,vreau hartă de tokenuri,I want token map,vreau hartă de tokenuri / I want token map,F;,1028,1028,2,template_want,
d2000_1029,requests,am nevoie de hartă de tokenuri,I need token map,am nevoie de hartă de tokenuri / I need token map,F=,1029,1029,2,template_need,
d2000_1030,questions,unde este hartă de tokenuri?,where is token map?,unde este hartă de tokenuri? / where is token map?,F?,1030,1030,2,template_where,
d2000_1031,common_phrases,vreau dicționar compact,I want compact dictionary,vreau dicționar compact / I want compact dictionary,F@,1031,1031,2,template_want,
d2000_1032,requests,am nevoie de dicționar compact,I need compact dictionary,am nevoie de dicționar compact / I need compact dictionary,F^,1032,1032,2,template_need,
d2000_1033,questions,unde este dicționar compact?,where is compact dictionary?,unde este dicționar compact? / where is compact dictionary?,F_,1033,1033,2,template_where,
d2000_1034,common_phrases,vreau intrare,I want entry,vreau intrare / I want entry,F~,1034,1034,2,template_want,
d2000_1035,requests,am nevoie de intrare,I need entry,am nevoie de intrare / I need entry,G0,1035,1035,2,template_need,
d2000_1036,questions,unde este intrare?,where is entry?,unde este intrare? / where is entry?,G1,1036,1036,2,template_where,
d2000_1037,common_phrases,vreau ieșire,I want output,vreau ieșire / I want output,G2,1037,1037,2,template_want,
d2000_1038,requests,am nevoie de ieșire,I need output,am nevoie de ieșire / I need output,G3,1038,1038,2,template_need,
d2000_1039,questions,unde este ieșire?,where is output?,unde este ieșire? / where is output?,G4,1039,1039,2,template_where,
d2000_1040,common_phrases,vreau intrare utilizator,I want user input,vreau intrare utilizator / I want user input,G5,1040,1040,2,template_want,
d2000_1041,requests,am nevoie de intrare utilizator,I need user input,am nevoie de intrare utilizator / I need user input,G6,1041,1041,2,template_need,
d2000_1042,questions,unde este intrare utilizator?,where is user input?,unde este intrare utilizator? / where is user input?,G7,1042,1042,2,template_where,
d2000_1043,common_phrases,vreau interfață,I want interface,vreau interfață / I want interface,G8,1043,1043,2,template_want,
d2000_1044,requests,am nevoie de interfață,I need interface,am nevoie de interfață / I need interface,G9,1044,1044,2,template_need,
d2000_1045,questions,unde este interfață?,where is interface?,unde este interfață? / where is interface?,GB,1045,1045,2,template_where,
d2000_1046,common_phrases,vreau terminal,I want terminal,vreau terminal / I want terminal,GC,1046,1046,2,template_want,
d2000_1047,requests,am nevoie de terminal,I need terminal,am nevoie de terminal / I need terminal,GD,1047,1047,2,template_need,
d2000_1048,questions,unde este terminal?,where is terminal?,unde este terminal? / where is terminal?,GF,1048,1048,2,template_where,
d2000_1049,common_phrases,vreau proces,I want process,vreau proces / I want process,GG,1049,1049,2,template_want,
d2000_1050,requests,am nevoie de proces,I need process,am nevoie de proces / I need process,GH,1050,1050,2,template_need,
d2000_1051,questions,unde este proces?,where is process?,unde este proces? / where is process?,GJ,1051,1051,2,template_where,
d2000_1052,common_phrases,vreau thread,I want thread,vreau thread / I want thread,GK,1052,1052,2,template_want,
d2000_1053,requests,am nevoie de thread,I need thread,am nevoie de thread / I need thread,GL,1053,1053,2,template_need,
d2000_1054,questions,unde este thread?,where is thread?,unde este thread? / where is thread?,GM,1054,1054,2,template_where,
d2000_1055,common_phrases,vreau server,I want server,vreau server / I want server,GN,1055,1055,2,template_want,
d2000_1056,requests,am nevoie de server,I need server,am nevoie de server / I need server,GP,1056,1056,2,template_need,
d2000_1057,questions,unde este server?,where is server?,unde este server? / where is server?,GQ,1057,1057,2,template_where,
d2000_1058,common_phrases,vreau client,I want client,vreau client / I want client,GR,1058,1058,2,template_want,
d2000_1059,requests,am nevoie de client,I need client,am nevoie de client / I need client,GS,1059,1059,2,template_need,
d2000_1060,questions,unde este client?,where is client?,unde este client? / where is client?,GT,1060,1060,2,template_where,
d2000_1061,common_phrases,vreau api,I want api,vreau api / I want api,GV,1061,1061,2,template_want,
d2000_1062,requests,am nevoie de api,I need api,am nevoie de api / I need api,GW,1062,1062,2,template_need,
d2000_1063,questions,unde este api?,where is api?,unde este api? / where is api?,GX,1063,1063,2,template_where,
d2000_1064,common_phrases,vreau aici,I want here,vreau aici / I want here,GY,1064,1064,2,template_want,
d2000_1065,requests,am nevoie de aici,I need here,am nevoie de aici / I need here,GZ,1065,1065,2,template_need,
d2000_1066,questions,unde este aici?,where is here?,unde este aici? / where is here?,Gb,1066,1066,2,template_where,
d2000_1067,common_phrases,vreau acolo,I want there,vreau acolo / I want there,Gc,1067,1067,2,template_want,
d2000_1068,requests,am nevoie de acolo,I need there,am nevoie de acolo / I need there,Gd,1068,1068,2,template_need,
d2000_1069,questions,unde este acolo?,where is there?,unde este acolo? / where is there?,Gf,1069,1069,2,template_where,
d2000_1070,common_phrases,vreau acasă,I want home,vreau acasă / I want home,Gg,1070,1070,2,template_want,
d2000_1071,requests,am nevoie de acasă,I need home,am nevoie de acasă / I need home,Gh,1071,1071,2,template_need,
d2000_1072,questions,unde este acasă?,where is home?,unde este acasă? / where is home?,Gj,1072,1072,2,template_where,
d2000_1073,common_phrases,vreau birou,I want office,vreau birou / I want office,Gk,1073,1073,2,template_want,
d2000_1074,requests,am nevoie de birou,I need office,am nevoie de birou / I need office,Gl,1074,1074,2,template_need,
d2000_1075,questions,unde este birou?,where is office?,unde este birou? / where is office?,Gm,1075,1075,2,template_where,
d2000_1076,common_phrases,vreau școală,I want school,vreau școală / I want school,Gn,1076,1076,2,template_want,
d2000_1077,requests,am nevoie de școală,I need school,am nevoie de școală / I need school,Gp,1077,1077,2,template_need,
d2000_1078,questions,unde este școală?,where is school?,unde este școală? / where is school?,Gq,1078,1078,2,template_where,
d2000_1079,common_phrases,vreau oraș,I want city,vreau oraș / I want city,Gr,1079,1079,2,template_want,
d2000_1080,requests,am nevoie de oraș,I need city,am nevoie de oraș / I need city,Gs,1080,1080,2,template_need,
d2000_1081,questions,unde este oraș?,where is city?,unde este oraș? / where is city?,Gt,1081,1081,2,template_where,
d2000_1082,common_phrases,vreau sat,I want village,vreau sat / I want village,Gv,1082,1082,2,template_want,
d2000_1083,requests,am nevoie de sat,I need village,am nevoie de sat / I need village,Gw,1083,1083,2,template_need,
d2000_1084,questions,unde este sat?,where is village?,unde este sat? / where is village?,Gx,1084,1084,2,template_where,
d2000_1085,common_phrases,vreau țară,I want country,vreau țară / I want country,Gy,1085,1085,2,template_want,
d2000_1086,requests,am nevoie de țară,I need country,am nevoie de țară / I need country,Gz,1086,1086,2,template_need,
d2000_1087,questions,unde este țară?,where is country?,unde este țară? / where is country?,G!,1087,1087,2,template_where,
d2000_1088,common_phrases,vreau lume,I want world,vreau lume / I want world,G#,1088,1088,2,template_want,
d2000_1089,requests,am nevoie de lume,I need world,am nevoie de lume / I need world,G$,1089,1089,2,template_need,
d2000_1090,questions,unde este lume?,where is world?,unde este lume? / where is world?,G%,1090,1090,2,template_where,
d2000_1091,common_phrases,vreau internet,I want internet,vreau internet / I want internet,G&,1091,1091,2,template_want,
d2000_1092,requests,am nevoie de internet,I need internet,am nevoie de internet / I need internet,G*,1092,1092,2,template_need,
d2000_1093,questions,unde este internet?,where is internet?,unde este internet? / where is internet?,G+,1093,1093,2,template_where,
d2000_1094,common_phrases,vreau browser,I want browser,vreau browser / I want browser,G.,1094,1094,2,template_want,
d2000_1095,requests,am nevoie de browser,I need browser,am nevoie de browser / I need browser,G/,1095,1095,2,template_need,
d2000_1096,questions,unde este browser?,where is browser?,unde este browser? / where is browser?,G:,1096,1096,2,template_where,
d2000_1097,common_phrases,vreau folder de lucru,I want workspace,vreau folder de lucru / I want workspace,G;,1097,1097,2,template_want,
d2000_1098,requests,am nevoie de folder de lucru,I need workspace,am nevoie de folder de lucru / I need workspace,G=,1098,1098,2,template_need,
d2000_1099,questions,unde este folder de lucru?,where is workspace?,unde este folder de lucru? / where is workspace?,G?,1099,1099,2,template_where,
d2000_1100,common_phrases,vreau repozitoriu,I want repository,vreau repozitoriu / I want repository,G@,1100,1100,2,template_want,
d2000_1101,requests,am nevoie de repozitoriu,I need repository,am nevoie de repozitoriu / I need repository,G^,1101,1101,2,template_need,
d2000_1102,questions,unde este repozitoriu?,where is repository?,unde este repozitoriu? / where is repository?,G_,1102,1102,2,template_where,
d2000_1103,common_phrases,vreau ramură,I want branch,vreau ramură / I want branch,G~,1103,1103,2,template_want,
d2000_1104,requests,am nevoie de ramură,I need branch,am nevoie de ramură / I need branch,H0,1104,1104,2,template_need,
d2000_1105,questions,unde este ramură?,where is branch?,unde este ramură? / where is branch?,H1,1105,1105,2,template_where,
d2000_1106,common_phrases,vreau director,I want directory,vreau director / I want directory,H2,1106,1106,2,template_want,
d2000_1107,requests,am nevoie de director,I need directory,am nevoie de director / I need directory,H3,1107,1107,2,template_need,
d2000_1108,questions,unde este director?,where is directory?,unde este director? / where is directory?,H4,1108,1108,2,template_where,
d2000_1109,common_phrases,vreau pagină,I want page,vreau pagină / I want page,H5,1109,1109,2,template_want,
d2000_1110,requests,am nevoie de pagină,I need page,am nevoie de pagină / I need page,H6,1110,1110,2,template_need,
d2000_1111,questions,unde este pagină?,where is page?,unde este pagină? / where is page?,H7,1111,1111,2,template_where,
d2000_1112,common_phrases,vreau ecran principal,I want main screen,vreau ecran principal / I want main screen,H8,1112,1112,2,template_want,
d2000_1113,requests,am nevoie de ecran principal,I need main screen,am nevoie de ecran principal / I need main screen,H9,1113,1113,2,template_need,
d2000_1114,questions,unde este ecran principal?,where is main screen?,unde este ecran principal? / where is main screen?,HB,1114,1114,2,template_where,
d2000_1115,common_phrases,vreau meniu,I want menu,vreau meniu / I want menu,HC,1115,1115,2,template_want,
d2000_1116,requests,am nevoie de meniu,I need menu,am nevoie de meniu / I need menu,HD,1116,1116,2,template_need,
d2000_1117,questions,unde este meniu?,where is menu?,unde este meniu? / where is menu?,HF,1117,1117,2,template_where,
d2000_1118,common_phrases,vreau panou,I want panel,vreau panou / I want panel,HG,1118,1118,2,template_want,
d2000_1119,requests,am nevoie de panou,I need panel,am nevoie de panou / I need panel,HH,1119,1119,2,template_need,
d2000_1120,questions,unde este panou?,where is panel?,unde este panou? / where is panel?,HJ,1120,1120,2,template_where,
d2000_1121,common_phrases,vreau tabel,I want table,vreau tabel / I want table,HK,1121,1121,2,template_want,
d2000_1122,requests,am nevoie de tabel,I need table,am nevoie de tabel / I need table,HL,1122,1122,2,template_need,
d2000_1123,questions,unde este tabel?,where is table?,unde este tabel? / where is table?,HM,1123,1123,2,template_where,
d2000_1124,common_phrases,vreau formular,I want form,vreau formular / I want form,HN,1124,1124,2,template_want,
d2000_1125,requests,am nevoie de formular,I need form,am nevoie de formular / I need form,HP,1125,1125,2,template_need,
d2000_1126,questions,unde este formular?,where is form?,unde este formular? / where is form?,HQ,1126,1126,2,template_where,
d2000_1127,common_phrases,vreau bază de date,I want database,vreau bază de date / I want database,HR,1127,1127,2,template_want,
d2000_1128,requests,am nevoie de bază de date,I need database,am nevoie de bază de date / I need database,HS,1128,1128,2,template_need,
d2000_1129,questions,unde este bază de date?,where is database?,unde este bază de date? / where is database?,HT,1129,1129,2,template_where,
d2000_1130,common_phrases,vreau rețea,I want network,vreau rețea / I want network,HV,1130,1130,2,template_want,
d2000_1131,requests,am nevoie de rețea,I need network,am nevoie de rețea / I need network,HW,1131,1131,2,template_need,
d2000_1132,questions,unde este rețea?,where is network?,unde este rețea? / where is network?,HX,1132,1132,2,template_where,
d2000_1133,common_phrases,vreau nor,I want cloud,vreau nor / I want cloud,HY,1133,1133,2,template_want,
d2000_1134,requests,am nevoie de nor,I need cloud,am nevoie de nor / I need cloud,HZ,1134,1134,2,template_need,
d2000_1135,questions,unde este nor?,where is cloud?,unde este nor? / where is cloud?,Hb,1135,1135,2,template_where,
d2000_1136,common_phrases,vreau sistem,I want system,vreau sistem / I want system,Hc,1136,1136,2,template_want,
d2000_1137,requests,am nevoie de sistem,I need system,am nevoie de sistem / I need system,Hd,1137,1137,2,template_need,
d2000_1138,questions,unde este sistem?,where is system?,unde este sistem? / where is system?,Hf,1138,1138,2,template_where,
d2000_1139,common_phrases,vreau memorie,I want memory,vreau memorie / I want memory,Hg,1139,1139,2,template_want,
d2000_1140,requests,am nevoie de memorie,I need memory,am nevoie de memorie / I need memory,Hh,1140,1140,2,template_need,
d2000_1141,questions,unde este memorie?,where is memory?,unde este memorie? / where is memory?,Hj,1141,1141,2,template_where,
d2000_1142,common_phrases,vreau disc,I want disk,vreau disc / I want disk,Hk,1142,1142,2,template_want,
d2000_1143,requests,am nevoie de disc,I need disk,am nevoie de disc / I need disk,Hl,1143,1143,2,template_need,
d2000_1144,questions,unde este disc?,where is disk?,unde este disc? / where is disk?,Hm,1144,1144,2,template_where,
d2000_1145,common_phrases,vreau coadă,I want queue,vreau coadă / I want queue,Hn,1145,1145,2,template_want,
d2000_1146,requests,am nevoie de coadă,I need queue,am nevoie de coadă / I need queue,Hp,1146,1146,2,template_need,
d2000_1147,questions,unde este coadă?,where is queue?,unde este coadă? / where is queue?,Hq,1147,1147,2,template_where,
d2000_1148,common_phrases,vreau stivă,I want stack,vreau stivă / I want stack,Hr,1148,1148,2,template_want,
d2000_1149,requests,am nevoie de stivă,I need stack,am nevoie de stivă / I need stack,Hs,1149,1149,2,template_need,
d2000_1150,questions,unde este stivă?,where is stack?,unde este stivă? / where is stack?,Ht,1150,1150,2,template_where,
d2000_1151,requests,poți să a vedea?,can you to see?,poți să a vedea? / can you to see?,Hv,1151,1151,2,template_can_you,
d2000_1152,negation,nu a vedea,do not to see,nu a vedea / do not to see,Hw,1152,1152,2,template_negation,
d2000_1153,actions,trebuie să a vedea,must to see,trebuie să a vedea / must to see,Hx,1153,1153,2,template_must,
d2000_1154,requests,poți să a ști?,can you to know?,poți să a ști? / can you to know?,Hy,1154,1154,2,template_can_you,
d2000_1155,negation,nu a ști,do not to know,nu a ști / do not to know,Hz,1155,1155,2,template_negation,
d2000_1156,actions,trebuie să a ști,must to know,trebuie să a ști / must to know,H!,1156,1156,2,template_must,
d2000_1157,requests,poți să a spune?,can you to say?,poți să a spune? / can you to say?,H#,1157,1157,2,template_can_you,
d2000_1158,negation,nu a spune,do not to say,nu a spune / do not to say,H$,1158,1158,2,template_negation,
